MeanKL,AveragePolicyStd,AverageReturn,ExplainedVariance,NumTrajs,MaxReturn,Entropy,Perplexity,TotalExecTime,LossAfter,MaxKL,StdReturn,Time,ItrTime,MinReturn,LossBefore
0.0,0.92455,0.0,1,20,0.0,2.67957,14.5788,19.244563102722168,-0.0,0.0,0.0,19.34833598136902,19.348342895507812,0.0,-0.0
0.0,0.92455,0.0,1,20,0.0,2.67957,14.5788,19.535585641860962,-0.0,0.0,0.0,39.035300493240356,19.68186902999878,0.0,-0.0
0.0,0.92455,0.0,1,20,0.0,2.67957,14.5788,19.047462701797485,-0.0,0.0,0.0,58.17991280555725,19.13974404335022,0.0,-0.0
0.0,0.92455,0.0,1,20,0.0,2.67957,14.5788,19.241410732269287,-0.0,0.0,0.0,77.551753282547,19.3343288898468,0.0,-0.0
0.0226254,0.92455,15.0,0.0530925012912,20,300.0,2.67957,14.5788,19.075623512268066,0.00469139,0.48241,65.3834841531,96.69064164161682,19.131405115127563,0.0,0.0142485
0.0481206,0.927917,130.0,0.119217711979,20,1000.0,2.68669,14.683,19.40179443359375,0.00275735,0.654654,251.197133742,116.1639244556427,19.467296361923218,0.0,0.019213
0.277256,0.93246,1320.0,0.0946478414974,20,4300.0,2.6963,14.8247,20.22016167640686,-0.0643194,1.87716,1133.40195871,136.52010822296143,20.341438055038452,0.0,-0.00952903
