StdReturn,AverageReturn,ItrTime,MinReturn,Perplexity,AveragePolicyStd,MaxKL,LossAfter,Time,ExplainedVariance,TotalExecTime,MeanKL,LossBefore,NumTrajs,Entropy,MaxReturn
766.811580507,700.0,32.1897189617157,0.0,15.613,0.956152,0.358503,-0.00604735,32.18971109390259,0.459468024307,31.682976961135864,0.0343194,0.00431059,20,2.7481,2100.0
1801.55488398,1680.0,35.17939329147339,0.0,15.6804,0.958353,0.129656,-0.0269323,67.38421630859375,0.371095813282,34.92224335670471,0.0245864,-0.0158805,20,2.75241,8100.0
3096.75233107,1875.0,35.428518772125244,0.0,15.5564,0.954531,0.0172387,-0.00785123,102.83151316642761,0.226224949157,35.203726291656494,0.00176427,-0.00646316,20,2.74447,14500.0
6601.44681112,5370.0,34.918572664260864,0.0,15.5062,0.953016,0.105636,-0.000714171,137.78841471672058,0.169185083852,34.52574181556702,0.0244741,0.00145769,20,2.74124,20800.0
8439.1883496,3490.0,33.33695030212402,0.0,15.5175,0.953414,0.0330832,-0.00807287,171.1356339454651,0.189527189115,32.82483506202698,0.012548,-0.00357179,20,2.74197,33500.0
8082.88933489,4230.0,32.59527373313904,0.0,15.4898,0.952514,0.0527285,-0.00856168,203.74890899658203,0.169538433124,32.17576336860657,0.00737253,-0.00381662,20,2.74018,36100.0
7942.66957641,5100.0,35.144203424453735,0.0,15.4603,0.951715,0.0315643,0.00421718,238.9150733947754,0.315257808008,34.80423450469971,0.009027,0.00948409,20,2.73828,28500.0
