AverageReturn,Time,ItrTime,ExplainedVariance,MaxReturn,MinReturn,Entropy,NumTrajs,AveragePolicyStd,Perplexity,LossAfter,MeanKL,MaxKL,StdReturn,TotalExecTime,LossBefore
85.0,11.003255367279053,11.003261804580688,0.15918564662,1600.0,0.0,2.84233,20,1.00326,17.1557,0.00631302,0.0308083,0.132146,348.245602987,10.908332109451294,0.0155116
245.0,21.84954047203064,10.841930389404297,0.300635172545,2900.0,0.0,2.85784,20,1.01133,17.4239,-0.00822918,0.0276314,0.204143,704.609821107,10.790890455245972,0.00816665
650.0,32.59428954124451,10.740661859512329,0.738577598121,7200.0,0.0,2.86192,20,1.01349,17.4952,-0.0105389,0.006841,0.0233441,1962.5238852,10.69864797592163,-0.00809033
0.0,43.31321597099304,10.7148118019104,1,0.0,0.0,2.85788,20,1.01185,17.4245,-0.0,0.0,0.0,0.0,10.64849591255188,-0.0
110.0,54.11069679260254,10.792306184768677,0.514626135802,2200.0,0.0,2.85788,20,1.01185,17.4245,-0.00283536,0.00373153,0.0181118,479.478883789,10.75084400177002,-0.000952549
645.0,64.74380707740784,10.62866735458374,0.565512727344,6500.0,0.0,2.8574,20,1.0115,17.4162,-0.0195791,0.00509815,0.0185564,1935.0645984,10.520583391189575,-0.0167701
485.0,75.35856914520264,10.610514163970947,0.365709818946,7400.0,0.0,2.84902,20,1.00753,17.2708,-0.0234189,0.00621304,0.0335001,1629.5014575,10.561602592468262,-0.0189883
