AverageReturn,MeanKL,Entropy,Time,TotalExecTime,MaxReturn,NumTrajs,AveragePolicyStd,StdReturn,LossAfter,MinReturn,LossBefore,ItrTime,ExplainedVariance,MaxKL,Perplexity
0.0,0.0,1.73658,6.197532415390015,6.130971908569336,0.0,40,0.58088,0.0,-0.0,0.0,-0.0,6.197538137435913,1,0.0,5.67789
0.0,0.0,1.73658,13.378837823867798,7.103699684143066,0.0,40,0.58088,0.0,-0.0,0.0,-0.0,7.176934480667114,1,0.0,5.67789
0.0,0.0,1.73658,19.113134622573853,5.700746059417725,0.0,40,0.58088,0.0,-0.0,0.0,-0.0,5.72987961769104,1,0.0,5.67789
0.0,0.0,1.73658,25.030359983444214,5.872436046600342,0.0,40,0.58088,0.0,-0.0,0.0,-0.0,5.911652565002441,1,0.0,5.67789
2.5,0.0490217,1.73658,31.186532974243164,6.105365037918091,100.0,40,0.58088,15.612494996,-0.0198147,0.0,0.00303149,6.1504926681518555,0.020205246254,0.360369,5.67789
7.5,0.107721,1.73809,37.96607184410095,6.647590398788452,100.0,40,0.580928,26.3391343821,-0.0182711,0.0,0.0278708,6.772140264511108,0.0558201203712,0.718992,5.6865
110.0,0.0982141,1.75203,44.36729884147644,6.27670431137085,400.0,40,0.584434,99.4987437107,-0.0314139,0.0,0.00814637,6.395114421844482,0.350724829376,0.429782,5.7663
