0AverageReturn,0MaxReturn,MeanKL,1MaxReturn,0Entropy,1ProcessExecTime,0AveragePolicyStd,1NumTrajs,0NumTrajs,Time,LossBefore,1AverageReturn,1Perplexity,1MinReturn,dLoss,1PolicyExecTime,1ExplainedVariance,0ExplainedVariance,0Perplexity,1Entropy,MeanKLBefore,0MinReturn,0StdReturn,ComputeUpdatedDistTime,0ProcessExecTime,0PolicyExecTime,LossAfter,1StdReturn,0EnvExecTime,ItrTime,1EnvExecTime,1AveragePolicyStd
1058.25,19300.0,0.00938694830984,22500.0,2.8296,1.6315207481384277,0.995917,400,400,3360.636334180832,-1.62981450558e-09,2634.0,16.928,0.0,0.00295674940571,94.10119557380676,0.22062247002,0.0955089839567,16.9388,2.82897,1.86264181856e-09,0.0,3151.23498608,0.12796640396118164,1.642329216003418,78.31745457649231,-0.00295675103553,5871.17058175,38.88695049285889,262.44099140167236,40.685736894607544,0.995604
1085.25,18200.0,0.00938295572996,20700.0,2.81785,1.6536691188812256,0.990118,400,400,3614.4549901485443,-7.27595761418e-11,3140.75,16.7574,0.0,0.00211602442141,94.27712845802307,0.242902903919,0.0891522575897,16.7408,2.81884,2.70665321267e-08,0.0,3224.88874808,0.12290120124816895,1.639948844909668,68.24776077270508,-0.00211602449417,6447.33002393,38.95938563346863,252.2517237663269,40.644583225250244,0.990613
927.25,19700.0,0.00624195393175,20700.0,2.8112,1.633446455001831,0.986809,400,400,3867.384315252304,-1.48429535329e-09,2652.25,16.6156,0.0,0.00220111422823,94.64610934257507,0.248862086912,0.0895009798312,16.6298,2.81034,8.14906475632e-10,0.0,3100.90832459,0.12410354614257812,1.6101877689361572,67.4681007862091,-0.00220111571252,5994.21762514,39.0351996421814,251.7556369304657,40.4096953868866,0.98638
1167.75,18200.0,0.00940702110529,21500.0,2.81325,1.618455410003662,0.987845,400,400,4121.508185386658,6.11180439591e-10,2975.5,16.6496,0.0,0.00331304842257,95.85734462738037,0.337486269537,0.13465280791,16.664,2.81239,-4.07453237816e-10,0.0,3536.84675064,0.12152886390686035,1.6489694118499756,67.54708647727966,-0.00331304781139,6507.77994019,38.97771954536438,252.64671635627747,40.40381193161011,0.987422
1371.75,18300.0,0.00802186410874,21200.0,2.81133,1.614701747894287,0.986874,400,400,4375.8219220638275,-2.32830643654e-10,3265.75,16.6879,0.0,0.00258148717694,96.22993040084839,0.277202467503,0.106302433247,16.6321,2.81468,-3.49246076503e-10,0.0,3683.0255141,0.11977195739746094,1.6211261749267578,68.14984774589539,-0.00258148740977,6787.79801832,38.91888380050659,253.17445945739746,40.31715965270996,0.988545
1462.0,19100.0,0.00922188721597,21400.0,2.80922,1.626101016998291,0.985776,400,400,4638.680090427399,-6.83940015733e-10,4265.5,16.5615,0.0,0.0023231262021,95.17511701583862,0.257167229948,0.0970670936533,16.597,2.80708,-2.09547756924e-09,0.0,3550.35998175,0.14866232872009277,1.6486358642578125,76.08650851249695,-0.00232312688604,7669.78550873,39.79710245132446,261.43303966522217,40.551331520080566,0.984724
854.25,17700.0,0.00947579927742,22500.0,2.81704,1.6484754085540771,0.989636,400,400,4891.250727176666,-3.34694050252e-10,3744.75,16.6793,0.0,0.0031168313144,95.22196578979492,0.323704866712,0.0866432623415,16.7273,2.81417,6.51926690409e-09,0.0,2590.02547043,0.1150667667388916,1.6108973026275635,66.82459902763367,-0.00311683164909,7105.48889504,38.9913649559021,251.46777629852295,40.53174924850464,0.988222
1033.0,18000.0,0.006759472657,22300.0,2.81637,1.6399133205413818,0.989324,400,400,5145.22488284111,8.0035533756e-10,4352.75,16.7,0.0,0.00192999593855,95.5747549533844,0.2260429615,0.0733737343759,16.716,2.81541,-1.45519263306e-09,0.0,3003.61632037,0.12284326553344727,1.638479471206665,67.1981885433197,-0.0019299951382,7944.37803969,39.18256497383118,252.50873231887817,40.54374957084656,0.988849
1679.75,18100.0,0.00658950675279,22300.0,2.82168,1.6257565021514893,0.991962,400,400,5398.353551149368,-2.91038304567e-10,4708.25,16.7813,0.0,0.00235296989558,95.73115539550781,0.244504295943,0.0718844851303,16.805,2.82027,3.04862624034e-09,0.0,3770.87058085,0.12254810333251953,1.628234624862671,66.77670526504517,-0.00235297018662,8350.55728305,39.180219411849976,251.9703278541565,40.304325580596924,0.991262
1587.5,19600.0,0.00627708993852,22700.0,2.82435,1.5968587398529053,0.993281,400,400,5653.712127923965,4.51109372079e-10,5098.75,16.8335,0.0,0.00166401591559,96.33987593650818,0.229925646817,0.061755834035,16.85,2.82337,1.17870369021e-09,0.0,3713.77755796,0.1214139461517334,1.633570671081543,67.49875473976135,-0.00166401546448,8665.76444623,39.4358127117157,253.89766550064087,40.425302505493164,0.992805
1504.75,19300.0,0.00657950900495,23000.0,2.82011,1.6441221237182617,0.991183,400,400,5916.615279912949,1.16415321827e-10,4923.75,16.7186,0.0,0.0022110134596,96.02634453773499,0.235654629958,0.0773016993197,16.7786,2.81652,6.98492486073e-10,0.0,3614.74790788,0.11950302124023438,1.6258533000946045,76.01201605796814,-0.00221101334319,8507.72654341,39.26882338523865,261.72946405410767,40.45646643638611,0.989407
1484.0,20700.0,0.00724087189883,22700.0,2.82951,1.6139202117919922,0.99597,400,400,6171.031264543533,-5.82076609135e-11,5437.25,16.8898,0.0,0.00219943461707,96.47358894348145,0.257376739959,0.0955180198253,16.9372,2.82671,-8.14907141766e-10,0.0,3735.49113237,0.12970876693725586,1.6318788528442383,66.64321494102478,-0.00219943467528,8630.29474801,39.394423961639404,252.89311718940735,40.46175718307495,0.994553
1226.25,19800.0,0.00920783448964,22700.0,2.83998,1.6845171451568604,1.00114,400,400,6425.999877214432,-6.69388100505e-10,4875.25,17.061,0.0,0.00415399463964,96.66007614135742,0.206834808726,0.0545989408496,17.1154,2.8368,-4.6566139833e-10,0.0,3103.08490659,0.11997818946838379,1.620723009109497,67.24673342704773,-0.00415399530903,8552.85405216,39.07076930999756,253.83885550498962,40.874528884887695,0.999569
1006.75,21900.0,0.00787600595504,23400.0,2.85223,1.642897605895996,1.00725,400,400,6683.076356649399,1.62981450558e-09,5503.0,17.3094,0.0,0.00239578052424,97.367182970047,0.354760591401,0.0566363077524,17.3264,2.85125,8.73113470412e-10,0.0,2853.70451124,0.11917257308959961,1.6430542469024658,68.01484966278076,-0.00239577889442,8983.99916518,39.553332567214966,255.64819765090942,40.64350771903992,1.00676
1184.0,20900.0,0.00996042694896,23700.0,2.8427,1.6647307872772217,1.00244,400,400,6938.541701793671,-9.9498720374e-10,5225.75,17.1778,0.0,0.00305966351334,96.75997376441956,0.303403696406,0.0697794015198,17.162,2.84362,-5.82076498112e-10,0.0,3065.85942274,0.1515827178955078,1.6483879089355469,67.82200074195862,-0.00305966450833,8983.02354096,38.86423707008362,254.3005428314209,41.15650510787964,1.0029
1313.5,22600.0,0.00689085572958,23400.0,2.82038,1.650864839553833,0.991597,400,400,7200.908136844635,-9.31322574615e-10,4471.5,16.7164,0.0,0.00202491786331,95.81528115272522,0.264316411834,0.0630703009826,16.7833,2.81639,9.31324017905e-10,0.0,3217.70380085,0.12075471878051758,1.6567356586456299,75.30237889289856,-0.00202491879463,8428.43922384,39.00471305847168,261.2132782936096,40.708919525146484,0.989608
1795.5,19800.0,0.0085818246007,23200.0,2.80964,1.637080430984497,0.986044,400,400,7455.719293832779,-1.16415321827e-10,5141.5,16.6277,0.0,0.00259617820848,96.21639752388,0.275618833708,0.0979280523335,16.6039,2.81107,-3.49246120912e-09,0.0,3976.28340916,0.11662077903747559,1.652085304260254,66.99636602401733,-0.00259617832489,8975.0001532,39.233253717422485,253.29493069648743,40.87403464317322,0.986772
1301.25,22200.0,0.0067475377582,23000.0,2.83488,1.628129005432129,0.998537,400,400,7708.655523061752,1.16415321827e-10,5466.25,17.0342,0.0,0.0029526000144,95.81077790260315,0.306752458105,0.0650922235446,17.0283,2.83522,-1.56578519039e-08,0.0,3181.38703045,0.12786197662353516,1.6285123825073242,66.53074097633362,-0.00295259989798,9068.27634876,39.074490547180176,251.83553981781006,40.46571373939514,0.998712
1541.25,22400.0,0.0066588926129,23500.0,2.8367,1.6295850276947021,0.999452,400,400,7963.167841434479,7.27595761418e-11,5483.25,17.0762,0.0,0.00255190658208,96.68470072746277,0.311631492599,0.102936842304,17.0593,2.83769,1.62981295126e-09,0.0,3661.73776198,0.125,1.6480822563171387,66.85852384567261,-0.00255190650932,9243.98152516,39.39350342750549,253.08357501029968,40.32737326622009,0.999942
1671.75,22100.0,0.0070178238675,23200.0,2.83118,1.657790184020996,0.996679,400,400,8218.274490594864,-1.87719706446e-09,5077.5,16.9486,0.0,0.00303099535813,96.22419810295105,0.221135730497,0.115133601874,16.9655,2.83019,-8.14907585855e-10,0.0,4049.69467213,0.11677837371826172,1.634274959564209,67.32313299179077,-0.00303099723533,8614.14207858,39.17394208908081,253.98503804206848,41.04520106315613,0.996186
1547.75,21400.0,0.00883126817644,23500.0,2.82582,1.6257061958312988,0.99412,400,400,8482.926088571548,6.98491930962e-10,5672.75,16.8596,0.0,0.00278563261963,96.58486723899841,0.313571741077,0.155285912059,16.8747,2.82492,-2.21189067062e-09,0.0,3637.45720765,0.11983847618103027,1.6790668964385986,76.29972267150879,-0.00278563192114,9402.62901733,39.68879842758179,263.4717490673065,40.57030653953552,0.993656
1500.75,18500.0,0.00649715540931,23100.0,2.81019,1.6308212280273438,0.986431,400,400,8735.887382745743,-1.04773789644e-09,5285.25,16.5878,0.0,0.00240512180608,95.12318801879883,0.205841748181,0.0342771125748,16.613,2.80867,-1.16414891616e-10,0.0,3149.06723293,0.11685490608215332,1.6283679008483887,66.23966193199158,-0.00240512285382,9133.91796753,39.069177865982056,251.72804856300354,40.91081500053406,0.985677
1600.0,20100.0,0.00959743186831,23600.0,2.81478,1.6034574508666992,0.988848,400,400,8989.526353359222,1.39698386192e-09,5963.5,16.7099,0.0,0.00300695723854,95.80332136154175,0.308551144513,0.114544725019,16.6895,2.816,0.0,0.0,3394.34824377,0.13416385650634766,1.66058349609375,66.65730381011963,-0.00300695584156,9673.06144662,39.47209978103638,252.51504254341125,40.515079975128174,0.989447
