AverageReturn,MinReturn,NumTrajs,MaxReturn,LossAfter,MaxKL,LossBefore,Time,Entropy,ItrTime,AveragePolicyStd,TotalExecTime,ExplainedVariance,StdReturn,MeanKL,Perplexity
970.0,0.0,20,5000.0,-0.0510265,1.18769,0.0319413,13.069092512130737,2.56857,13.069101572036743,0.87453,12.781263589859009,0.0928538766361,1505.35710049,0.559923,13.0471
20715.0,19300.0,20,21600.0,-0.0103985,0.0520762,-0.00210162,25.16187071800232,2.60051,12.08302903175354,0.888339,12.023918390274048,0.982820852525,600.229122919,0.021956,13.4706
20895.0,19300.0,20,21600.0,-0.0313109,0.133139,-0.0228231,39.00362968444824,2.59946,13.833361864089966,0.887813,13.799384593963623,0.980467554734,639.120489423,0.0174253,13.4565
21130.0,19700.0,20,21600.0,-0.011622,0.0465742,-0.00661437,51.16257834434509,2.58805,12.15250825881958,0.882742,12.117621421813965,0.989541099153,392.555728528,0.00727761,13.3038
21085.0,20000.0,20,21800.0,-0.0279049,0.0148289,-0.0247399,63.42857098579407,2.58474,12.252753257751465,0.881223,12.216399669647217,0.986795757527,542.471197392,0.00419668,13.2599
21220.0,20100.0,20,21800.0,-0.0394785,0.124763,-0.0309601,75.24931764602661,2.57237,11.81381869316101,0.875723,11.777876853942871,0.989264394215,434.281015012,0.0177163,13.0968
21220.0,20800.0,20,21600.0,0.00924263,0.0723578,0.0150242,87.38290810585022,2.55689,12.118118524551392,0.868935,12.030042886734009,0.991730188581,246.170672502,0.00382848,12.8957
