Entropy,ExplainedVariance,AveragePolicyStd,MeanKL,Time,StdReturn,TotalExecTime,MaxReturn,NumTrajs,MaxKL,ItrTime,LossAfter,MinReturn,AverageReturn,Perplexity,LossBefore
2.69307,0.205484012138,0.930467,0.225718,12.220044374465942,479.165942028,12.078320026397705,1700.0,20,2.6497,12.220049142837524,-0.0278291,0.0,280.0,14.777,0.00876899
2.70184,0.84047482903,0.934714,0.0665073,24.09847640991211,244.693686065,11.744822025299072,1800.0,20,1.62734,11.872491836547852,-0.0341238,800.0,1275.0,14.9072,-0.0143929
2.69465,0.843064530649,0.931203,0.0140243,35.990742444992065,248.797106092,11.791402578353882,1800.0,20,0.366165,11.887389421463013,-0.000473573,800.0,1290.0,14.8003,0.00765546
2.69847,0.791411784336,0.932999,0.023842,48.220608949661255,399.874980463,12.146681785583496,2000.0,20,0.155097,12.224278211593628,-0.000332579,0.0,1290.0,14.857,0.0100469
2.7035,0.646520935805,0.935328,0.0311681,60.47932052612305,701.052779753,12.165512323379517,3700.0,20,0.257274,12.249320268630981,0.0100425,1100.0,1905.0,14.9319,0.0242683
2.71563,0.324916741148,0.941107,0.117339,72.99137949943542,1933.25502715,12.385024309158325,8700.0,20,0.590887,12.495872020721436,-0.0210364,1900.0,4245.0,15.1142,0.00952259
2.72039,0.925540824186,0.943442,0.102605,85.11463379859924,1377.77900986,12.072591543197632,22200.0,20,0.367875,12.117292404174805,-0.0151704,17200.0,20235.0,15.1863,0.0128035
