StdReturn,LossBefore,MaxKL,Time,TotalExecTime,LossAfter,AverageReturn,Perplexity,Entropy,AveragePolicyStd,NumTrajs,ExplainedVariance,MaxReturn,ItrTime,MeanKL,MinReturn
0.0,-0.0,0.0,16.28952145576477,15.958662271499634,-0.0,0.0,17.2706,2.849,1.00568,20,1,0.0,16.28952717781067,0.0,0.0
0.0,-0.0,0.0,34.0880913734436,17.489334106445312,-0.0,0.0,17.2706,2.849,1.00568,20,1,0.0,17.786932229995728,0.0,0.0
0.0,-0.0,0.0,49.552830934524536,15.176007270812988,-0.0,0.0,17.2706,2.849,1.00568,20,1,0.0,15.437912225723267,0.0,0.0
0.0,-0.0,0.0,66.61522936820984,16.91357922554016,-0.0,0.0,17.2706,2.849,1.00568,20,1,0.0,17.048747301101685,0.0,0.0
67.8232998313,-0.0158194,5.42457,82.99800896644592,16.06256937980652,-0.0373975,20.0,17.2706,2.849,1.00568,20,0.135114013821,300.0,16.330469608306885,0.0259258,0.0
0.0,-0.0,0.0,100.08917117118835,16.89507246017456,-0.0,0.0,17.1345,2.84109,1.00166,20,1,0.0,17.076311588287354,0.0,0.0
0.0,-0.0,0.0,117.6021637916565,17.23134207725525,-0.0,0.0,17.1345,2.84109,1.00166,20,1,0.0,17.47752809524536,0.0,0.0
