LossAfter,AveragePolicyStd,MeanKL,Time,NumTrajs,Perplexity,MaxReturn,ItrTime,ExplainedVariance,Entropy,LossBefore,StdReturn,MinReturn,TotalExecTime,AverageReturn,MaxKL
-0.0570469,0.917354,0.11286,11.996626853942871,20,14.1457,21600.0,11.996633768081665,0.940842669945,2.64941,-0.0364174,1328.48598036,16600.0,11.841419458389282,20025.0,0.376065
-0.0125525,0.900443,0.0158106,23.42584466934204,20,13.6399,21700.0,11.42642879486084,0.98468993954,2.613,-0.00504128,538.980519128,19300.0,11.350148677825928,20550.0,0.139981
-0.0131193,0.899115,0.0359968,35.08212852478027,20,13.6055,21300.0,11.651775121688843,0.987592943458,2.61048,-0.00307542,402.833712591,19900.0,11.525331497192383,20635.0,0.203486
-0.0346426,0.898448,0.0404772,46.80338263511658,20,13.5846,21600.0,11.71691370010376,0.986289487136,2.60894,-0.0224721,451.774279923,19700.0,11.638157844543457,20870.0,0.208966
-0.0303831,0.893316,0.0170653,58.336390018463135,20,13.4328,21800.0,11.525844812393188,0.988652541619,2.5977,-0.0223651,394.334883063,20400.0,11.41349720954895,21050.0,0.119119
-0.00600343,0.888159,0.00338987,69.36804103851318,20,13.2835,21700.0,11.02548861503601,0.985178879033,2.58652,-0.00343316,517.179852662,19900.0,10.914976119995117,20955.0,0.0291356
0.00241726,0.887397,0.00687465,80.56448411941528,20,13.2607,21600.0,11.189797163009644,0.991025360174,2.5848,0.00608229,247.184141886,20600.0,11.113265037536621,21170.0,0.0522494
