Entropy,Time,AverageReturn,StdReturn,Perplexity,LossBefore,AveragePolicyStd,ItrTime,MeanKL,NumTrajs,ExplainedVariance,MaxReturn,LossAfter,MaxKL,MinReturn,TotalExecTime
1.73658,6.375181674957275,3670.0,1330.63894427,5.67789,-0.00347739,0.58088,6.375185489654541,2.30296,40,0.646448426304,5800.0,-0.186599,6.13956,400.0,6.283485174179077
1.7331,12.543447971343994,4872.5,747.324394089,5.65818,0.00167166,0.579355,6.1629698276519775,0.626814,40,0.812564929075,6200.0,-0.109728,1.12299,2600.0,6.099674224853516
1.73394,18.779974699020386,7467.5,298.653227004,5.66291,-0.0414849,0.579564,6.231579065322876,0.0437229,40,0.989426580662,7900.0,-0.0618123,0.321509,6700.0,6.143216609954834
1.7132,25.026149034500122,7682.5,343.429395946,5.54666,-0.0536684,0.572866,6.242286920547485,0.0605218,40,0.990765755575,8300.0,-0.0726369,0.31243,6800.0,6.15041446685791
1.68636,30.97512459754944,7680.0,240.0,5.3998,-0.0417944,0.565152,5.9436705112457275,0.0969441,40,0.993225213294,8200.0,-0.0680076,0.218623,7100.0,5.9000115394592285
1.66546,37.34330224990845,7862.5,225.485587123,5.28813,-0.0126167,0.558654,6.3629186153411865,0.256737,40,0.995066207648,8300.0,-0.0816226,1.57212,7300.0,6.303460597991943
1.65916,44.15156579017639,7955.0,250.948201827,5.25487,-0.0322597,0.556858,6.800650596618652,0.0485034,40,0.994718834458,8400.0,-0.048673,0.300514,7400.0,6.7598912715911865
