AveragePolicyStd,MaxKL,NumTrajs,MinReturn,Perplexity,ItrTime,MeanKL,TotalExecTime,Entropy,AverageReturn,StdReturn,LossBefore,Time,ExplainedVariance,LossAfter,MaxReturn
1.00066,7610.05,20,0.0,17.1021,17.11273217201233,64.521,16.80725622177124,2.8392,195.0,432.983833416,0.000668395,17.112717866897583,0.193426769482,8.53685,1700.0
1.001,1316.6,20,0.0,17.1135,16.447555541992188,12.9258,16.2351815700531,2.83987,140.0,424.735211632,0.00665188,33.60061478614807,0.235507848886,4.49118,1600.0
1.00267,714.765,20,0.0,17.1705,17.6414692401886,15.3801,17.350050926208496,2.84319,40.0,124.09673646,-0.0266625,51.261523485183716,0.294031151294,-0.29109,500.0
0.996008,0.108354,20,0.0,16.9432,17.590343713760376,0.00125816,17.39087963104248,2.82986,260.0,695.269731831,-0.0143155,68.87666988372803,0.153562338659,-0.0158375,3000.0
0.992445,8714.02,20,0.0,16.8223,17.12758994102478,186.518,16.871466398239136,2.82271,105.0,376.131625897,0.00154515,86.03342318534851,0.288165367347,29.0481,1700.0
0.992827,0.00743314,20,0.0,16.8353,16.57297158241272,0.000503523,16.37971329689026,2.82348,195.0,380.0986714,-0.0317764,102.63554215431213,0.336759523128,-0.0333884,1200.0
0.984974,0.0,20,0.0,16.5699,15.862901210784912,0.0,15.672641515731812,2.80759,0.0,0.0,-0.0,118.50590300559998,1,-0.0,0.0
