MeanKL,Time,MaxKL,AveragePolicyStd,NumTrajs,MinReturn,LossBefore,MaxReturn,AverageReturn,Perplexity,ExplainedVariance,LossAfter,StdReturn,TotalExecTime,ItrTime,Entropy
0.202259,85.65235257148743,36.8037,0.828962,2000,0.0,-0.0168277,2900.0,861.55,11.7357,0.696996605209,-0.0498922,900.547942921,85.31886219978333,85.65235710144043,2.46264
0.0493237,171.41932034492493,123.912,0.822013,2000,0.0,-0.0146061,2900.0,1418.1,11.5399,0.750611138788,-0.02202,1002.47812445,85.37009620666504,85.76366019248962,2.44581
0.0333239,255.87524032592773,23.1788,0.819012,2000,0.0,-0.0114623,2900.0,1565.05,11.4559,0.762512388156,-0.0181449,988.131315919,84.10588121414185,84.45148515701294,2.43851
0.0790872,341.4282670021057,37.4799,0.816661,2000,0.0,-0.00571144,2900.0,1783.85,11.3904,0.782020542321,-0.00789195,921.685509,85.25060868263245,85.5485348701477,2.43278
0.0415546,426.32650089263916,27.9113,0.815491,2000,0.0,-0.0145618,2900.0,1981.35,11.358,0.811051657953,-0.0218796,833.70688944,84.62561297416687,84.89516544342041,2.42992
0.0569704,511.6690044403076,33.6703,0.812523,2000,0.0,-0.019379,3000.0,2139.3,11.2756,0.845803574955,-0.0328307,714.146700615,84.96287751197815,85.33995485305786,2.42264
0.0397011,602.629022359848,25.1661,0.808592,2000,0.0,-0.0203603,3000.0,2262.85,11.1668,0.889879912078,-0.0283927,601.934280051,90.62039566040039,90.95713686943054,2.41295
