MinReturn,NumTrajs,ItrTime,LossBefore,AveragePolicyStd,Time,ExplainedVariance,TotalExecTime,Entropy,MaxReturn,MaxKL,LossAfter,StdReturn,AverageReturn,MeanKL,Perplexity
0.0,40,5.950729608535767,-0.0149911,0.876188,5.950724363327026,0.296511736047,5.89188289642334,2.57184,2300.0,33.7313,-0.16814,614.893283424,1112.5,1.19636,13.0899
0.0,40,4.890838861465454,0.0268399,0.870183,10.847953081130981,0.378919798432,4.815025806427002,2.55685,2700.0,40.745,-0.0617065,586.253997854,1267.5,0.378575,12.8951
1900.0,40,4.748817205429077,-0.0340848,0.876546,15.600929498672485,0.66679043063,4.714256525039673,2.57027,5500.0,9.55841,-0.064565,843.741666626,3590.0,0.0632368,13.0693
2100.0,40,4.576246023178101,-0.0240896,0.869485,20.182180166244507,0.682444857228,4.540654182434082,2.55323,6600.0,13.5734,-0.0522652,1010.24440112,4187.5,0.0879485,12.8485
2300.0,40,4.4684083461761475,-0.0324932,0.864035,24.65617322921753,0.66591197338,4.434327602386475,2.54118,6700.0,16.4972,-0.0669101,1094.25773929,4540.0,0.0747481,12.6946
2700.0,40,4.878648996353149,-0.0393743,0.856515,29.542850255966187,0.798547926466,4.816038370132446,2.52493,7000.0,3.0984,-0.0817123,842.75960392,4977.5,0.189432,12.4901
2000.0,40,4.803822755813599,-0.0178513,0.847896,34.35428810119629,0.665853030799,4.759045839309692,2.50525,6000.0,15.8501,-0.110651,1017.82857103,4055.0,0.535823,12.2466
