MaxKL,NumTrajs,TotalExecTime,AveragePolicyStd,Time,LossAfter,AverageReturn,Entropy,Perplexity,StdReturn,MaxReturn,ExplainedVariance,LossBefore,ItrTime,MinReturn,MeanKL
1.30646,20,12.658666133880615,0.949513,12.845819473266602,-0.0329936,1985.0,2.73374,15.3903,998.63657053,4300.0,0.674773222262,-0.00264646,12.845825433731079,300.0,0.200889
0.515954,20,12.024558544158936,0.948034,24.969255447387695,-0.0128044,12070.0,2.73109,15.3496,8245.06519077,21900.0,0.768511263456,0.00497818,12.1203453540802,800.0,0.0609875
1.01633,20,12.621748208999634,0.949234,37.65121006965637,-0.0774127,13805.0,2.73358,15.3879,7746.25554704,22100.0,0.685144547381,-0.0305286,12.670615434646606,0.0,0.137023
0.110009,20,11.423316717147827,0.941992,49.12059044837952,-0.0292505,20375.0,2.71832,15.1548,2355.39274857,22000.0,0.921934916433,-0.0208411,11.457878112792969,12400.0,0.0147694
0.239311,20,11.458532094955444,0.937079,60.676738023757935,-0.0206435,18985.0,2.7079,14.9977,4866.95746848,22200.0,0.845918556324,-0.013228,11.54515552520752,0.0,0.0228392
0.269822,20,11.589506149291992,0.933994,72.30921483039856,-0.0352024,15475.0,2.70128,14.8988,8122.61503458,22400.0,0.869498806928,-0.0192642,11.628536939620972,0.0,0.0360355
0.0948838,20,12.754071474075317,0.929497,85.10448360443115,-0.00968622,19945.0,2.69165,14.756,4744.73128849,22500.0,0.940625249713,-0.0023927,12.785947799682617,0.0,0.0237533
