AverageReturn,Time,ItrTime,AveragePolicyStd,LossAfter,MinReturn,MeanKL,TotalExecTime,MaxReturn,Perplexity,Entropy,MaxKL,LossBefore,NumTrajs,StdReturn,ExplainedVariance
535.0,12.407439947128296,12.407447338104248,0.87453,-0.0137389,200.0,0.0500668,12.191711902618408,1700.0,13.0471,2.56857,0.261631,0.00113689,20,507.222830716,0.332903089197
2535.0,25.30166482925415,12.88431167602539,0.875033,-0.0173168,200.0,0.0969335,12.806143522262573,5100.0,13.062,2.56971,0.184613,0.011659,20,1465.35831796,0.349343441287
12435.0,37.952643156051636,12.644720554351807,0.877535,-0.0711495,8600.0,0.236224,12.574255228042603,18000.0,13.1384,2.57554,0.503118,-0.0113871,20,2392.12771398,0.655021611806
16720.0,50.57443189620972,12.613500595092773,0.875105,-0.0236497,14800.0,0.0607264,12.474634170532227,20100.0,13.0638,2.56984,0.129502,-0.00772636,20,1423.58701877,0.877167173627
17920.0,62.35905337333679,11.78059458732605,0.873316,-0.0467108,13600.0,0.0016498,11.652279376983643,20200.0,13.0134,2.56598,0.01524,-0.042374,20,1423.58701877,0.911826815226
19080.0,74.7821536064148,12.416243553161621,0.864046,-0.0194298,16900.0,0.00458909,12.242637872695923,20600.0,12.7406,2.54479,0.0177365,-0.0154112,20,918.477000256,0.956951129714
19115.0,85.67740607261658,10.885755062103271,0.860552,-0.0301864,15500.0,0.0260053,10.839904069900513,20600.0,12.6428,2.53709,0.0606341,-0.019826,20,1488.71588962,0.934323079544
