ExplainedVariance,Entropy,MeanKL,MinReturn,MaxReturn,LossAfter,AveragePolicyStd,TotalExecTime,NumTrajs,AverageReturn,ItrTime,StdReturn,Perplexity,MaxKL,Time,LossBefore
1,2.64941,0.0,0.0,0.0,-0.0,0.917354,12.655767679214478,20,0.0,12.776228189468384,0.0,14.1457,0.0,12.776221990585327,-0.0
1,2.64941,0.0,0.0,0.0,-0.0,0.917354,13.034299850463867,20,0.0,13.213477373123169,0.0,14.1457,0.0,25.993534088134766,-0.0
1,2.64941,0.0,0.0,0.0,-0.0,0.917354,12.307862043380737,20,0.0,12.422027587890625,0.0,14.1457,0.0,38.41787624359131,-0.0
1,2.64941,0.0,0.0,0.0,-0.0,0.917354,11.644371032714844,20,0.0,11.768209218978882,0.0,14.1457,0.0,50.19156336784363,-0.0
1,2.64941,0.0,0.0,0.0,-0.0,0.917354,11.331597805023193,20,0.0,11.457309484481812,0.0,14.1457,0.0,61.65790128707886,-0.0
1,2.64941,0.0,0.0,0.0,-0.0,0.917354,11.696087121963501,20,0.0,11.77255654335022,0.0,14.1457,0.0,73.43329668045044,-0.0
1,2.64941,0.0,0.0,0.0,-0.0,0.917354,11.92237138748169,20,0.0,12.012921810150146,0.0,14.1457,0.0,85.45422220230103,-0.0
