AveragePolicyStd,AverageReturn,NumTrajs,ExplainedVariance,StdReturn,TotalExecTime,Time,MaxReturn,Entropy,MeanKL,MaxKL,LossAfter,LossBefore,ItrTime,MinReturn,Perplexity
1.00066,25.0,20,0.280492191342,88.7411967465,9.885496616363525,9.965167045593262,400.0,2.8392,1.54652,174.457,-0.000335388,0.00485265,9.965173482894897,0.0,17.1021
1.00309,0.0,20,1,0.0,8.901512145996094,18.97695565223694,0.0,2.84405,0.0,0.0,-0.0,-0.0,9.004253625869751,0.0,17.1853
1.00309,0.0,20,1,0.0,8.731409072875977,27.799546241760254,0.0,2.84405,0.0,0.0,-0.0,-0.0,8.818070411682129,0.0,17.1853
1.00309,25.0,20,0.127639668756,108.972473589,8.918032884597778,36.7707417011261,500.0,2.84405,12.5303,668.181,0.547268,0.0075864,8.965320825576782,0.0,17.1853
1.005,105.0,20,0.297069786919,261.677282163,8.696581602096558,45.526222944259644,1000.0,2.84785,0.0704724,13.4147,0.0167146,0.00922487,8.741063356399536,0.0,17.2506
1.00732,40.0,20,0.352020839826,124.09673646,8.900969743728638,54.50152063369751,500.0,2.85246,1.13507,139.529,-0.753093,0.02219,8.968969106674194,0.0,17.3303
1.01295,65.0,20,0.253004241367,224.220873248,8.97148609161377,63.578612327575684,1000.0,2.86355,0.025402,3.79434,-0.00606963,-0.0097857,9.067610263824463,0.0,17.5237
