NumTrajs,ItrTime,Time,MaxKL,MeanKL,AveragePolicyStd,LossBefore,ExplainedVariance,TotalExecTime,AverageReturn,Entropy,MaxReturn,Perplexity,StdReturn,LossAfter,MinReturn
40,6.078297853469849,6.078292608261108,3.88092,1.63898,0.58088,0.0372789,0.349009955964,5.971091270446777,1585.0,1.73658,3400.0,5.67789,698.766770818,-0.166639,400.0
40,5.937485694885254,12.021733045578003,0.761684,0.28764,0.592783,-0.0460387,0.944362802183,5.887129783630371,6525.0,1.77386,7500.0,5.89355,576.519730799,-0.132777,5400.0
40,5.92790150642395,17.953336238861084,1.0017,0.242007,0.585869,-0.0288141,0.975188613816,5.889928340911865,7167.5,1.75084,7900.0,5.75943,381.042976579,-0.0863699,5900.0
40,6.049749135971069,24.006656885147095,0.168948,0.0264146,0.58068,-0.0524378,0.987850067218,5.988288640975952,7465.0,1.73643,7900.0,5.67705,272.534401498,-0.0661754,6600.0
40,5.901540756225586,29.920360326766968,0.164283,0.0254102,0.572854,-0.0157119,0.992362719006,5.845394611358643,7600.0,1.71021,8100.0,5.53014,216.794833887,-0.0285726,6900.0
40,6.881354331970215,36.814566135406494,0.323162,0.060071,0.570061,-0.0540258,0.99104739734,6.833202362060547,7610.0,1.70236,8100.0,5.48686,268.141753556,-0.0727665,7000.0
40,6.176470994949341,43.00913143157959,0.110865,0.0756938,0.562088,-0.0345255,0.994039922629,6.0549094676971436,7802.5,1.67534,8300.0,5.34063,233.973823322,-0.0540847,7000.0
