Entropy,AverageReturn,Time,MaxKL,StdReturn,LossBefore,Perplexity,ExplainedVariance,LossAfter,ItrTime,NumTrajs,MinReturn,TotalExecTime,AveragePolicyStd,MaxReturn,MeanKL
2.67957,1200.0,12.333033323287964,1.51662,1058.30052443,0.0148607,14.5788,0.23533138522,-0.0126513,12.333039283752441,20,0.0,12.23473048210144,0.92455,3700.0,0.178401
2.69443,25175.0,23.79889702796936,0.283313,13000.1105765,0.012023,14.797,0.848910133834,-0.00475112,11.456706047058105,20,0.0,11.306528329849243,0.931749,37700.0,0.0561271
2.70044,35165.0,34.44223999977112,0.519396,8852.24688991,-0.0176656,14.8862,0.885223070683,-0.0363923,10.640882015228271,20,0.0,10.595963478088379,0.934694,41500.0,0.0498266
2.6916,38530.0,45.23423147201538,0.402015,2224.88201934,-0.0229346,14.7553,0.902891177374,-0.0370666,10.786942481994629,20,32900.0,10.747525930404663,0.930562,42600.0,0.0770051
2.68014,39955.0,56.09036946296692,0.265888,2026.69065227,-0.0276944,14.5871,0.924350241782,-0.038769,10.847240924835205,20,35100.0,10.80873966217041,0.925459,43600.0,0.0538486
2.66629,37700.0,66.77703809738159,1.31047,3119.61536091,-0.00166769,14.3865,0.872439192415,-0.0509905,10.676376819610596,20,30200.0,10.62546992301941,0.919124,42900.0,0.31684
2.66546,27225.0,77.3824622631073,2.61428,2519.30049815,0.00293634,14.3745,0.693611091242,-0.0773579,10.597318887710571,20,22900.0,10.499982357025146,0.918613,31200.0,0.615498
