Perplexity,LossAfter,LossBefore,Entropy,TotalExecTime,MeanKL,StdReturn,MinReturn,AveragePolicyStd,AverageReturn,ExplainedVariance,MaxReturn,Time,ItrTime,MaxKL,NumTrajs
17.1021,-0.275914,0.00894909,2.8392,15.56676173210144,1.52207,226.439837484,0.0,1.00066,85.0,0.164434180111,1000.0,15.876214504241943,15.877856254577637,162.635,20
17.2558,3.697,0.00862063,2.84815,16.335397005081177,17.5917,130.766968306,0.0,1.00519,30.0,0.38983799181,600.0,32.56427240371704,16.658527612686157,2225.01,20
17.3304,0.217573,-0.0135994,2.85246,16.427033185958862,2.30319,131.434394281,0.0,1.00737,35.0,0.178521481419,600.0,49.16695213317871,16.58292031288147,271.083,20
17.2129,-0.006099,-0.00464314,2.84566,16.25554609298706,0.000474191,47.6969600708,0.0,1.00395,15.0,0.300071494977,200.0,65.6564769744873,16.47239351272583,0.00477153,20
17.173,20.6012,-0.00779767,2.84334,16.60433602333069,55.1835,262.488094968,0.0,1.00286,110.0,0.411465586955,1000.0,82.38990426063538,16.717029094696045,6369.64,20
17.1062,-0.0,-0.0,2.83944,17.19372320175171,0.0,0.0,0.0,1.00096,0.0,1,0.0,99.88851284980774,17.460919857025146,0.0,20
17.1062,-0.0,-0.0,2.83944,16.590466499328613,0.0,0.0,0.0,1.00096,0.0,1,0.0,116.58878564834595,16.67011570930481,0.0,20
