MeanKL,ItrTime,Time,Entropy,MinReturn,TotalExecTime,StdReturn,LossAfter,LossBefore,ExplainedVariance,NumTrajs,AverageReturn,AveragePolicyStd,MaxReturn,MaxKL,Perplexity
0.0457909,6.126285552978516,6.126276254653931,2.74043,400.0,6.060976505279541,255.880831638,-0.0452465,-0.0184926,0.887179911538,20,1145.0,0.95435,1400.0,0.740507,15.4937
0.0241568,5.776838302612305,11.908413171768188,2.72194,0.0,5.733973741531372,288.57408061,-0.0120611,0.00117248,0.874517068801,20,1135.0,0.944792,1400.0,0.234822,15.2098
0.0807159,6.024745464324951,17.93747353553772,2.72253,0.0,5.967581510543823,283.901391332,-0.0630137,-0.0283683,0.888044264416,20,1180.0,0.945297,1400.0,0.608852,15.2187
0.0990784,6.368575096130371,24.311464309692383,2.70834,0.0,6.337839365005493,486.312656632,-0.0493859,-0.00598235,0.593072569462,20,750.0,0.938896,1300.0,1.5054,15.0044
0.0435883,6.011615991592407,30.32807421684265,2.70535,0.0,5.9740211963653564,613.90145789,-0.024571,-0.00433321,0.762092502212,20,925.0,0.937531,1500.0,0.601597,14.9596
0.0442519,5.724748373031616,36.0626425743103,2.70318,0.0,5.6774375438690186,396.83119837,0.0127236,0.0302568,0.800860865445,20,1105.0,0.936633,1500.0,0.55015,14.9272
0.0467451,5.852954626083374,41.9241361618042,2.71831,0.0,5.813852787017822,425.764019147,-0.00483985,0.0122191,0.827334487957,20,1065.0,0.943516,1600.0,0.258835,15.1547
