LossAfter,StdReturn,MinReturn,ItrTime,AverageReturn,Perplexity,MeanKL,LossBefore,MaxKL,TotalExecTime,MaxReturn,AveragePolicyStd,ExplainedVariance,Time,Entropy,NumTrajs
0.0919558,152.970585408,0.0,13.847862243652344,40.0,17.1021,3.31815,0.00117103,387.863,13.682962417602539,700.0,1.00066,0.248319508068,13.847858667373657,2.8392,20
0.251146,21.7944947177,0.0,14.131610631942749,5.0,17.1221,3.78979,-0.00810058,172.78,14.06636929512024,100.0,1.00125,0.0909994888185,27.991262435913086,2.84037,20
17.7285,88.7411967465,0.0,14.915900468826294,25.0,17.0529,84.5589,0.0158933,3199.95,14.617051839828491,400.0,0.999224,0.13559333016,42.91352868080139,2.83632,20
5.07093,65.3834841531,0.0,10.992359638214111,15.0,17.189,40.3139,-0.00763976,2264.9,10.797794342041016,300.0,1.00321,0.185476644025,53.9307074546814,2.84427,20
-2.01166e-05,90.0,0.0,13.63045072555542,30.0,17.1234,0.00082456,0.00167792,0.0155008,13.514300107955933,300.0,1.00129,0.190896087265,67.5837287902832,2.84045,20
0.562347,231.246621597,0.0,13.223150491714478,95.0,17.1378,1.86756,-0.0266436,248.464,13.158550500869751,900.0,1.00171,0.181524317913,80.81693291664124,2.84129,20
1.86917,96.9535971483,0.0,13.77266812324524,40.0,16.911,5.93486,-0.00208968,961.574,13.724888324737549,300.0,0.99506,0.192313058431,94.61267518997192,2.82797,20
