MaxReturn,LossAfter,Perplexity,MinReturn,TotalExecTime,StdReturn,MaxKL,AveragePolicyStd,AverageReturn,ExplainedVariance,NumTrajs,MeanKL,LossBefore,ItrTime,Entropy,Time
300.0,7.10648,17.0795,0.0,16.85007405281067,65.3834841531,3019.13,1.0,15.0,0.140578541748,20,49.9107,0.0140612,17.153382539749146,2.83788,17.15337347984314
0.0,-0.0,17.3213,0.0,15.403395175933838,0.0,0.0,1.00707,0.0,1,20,0.0,-0.0,15.580242156982422,2.85194,32.75028729438782
0.0,-0.0,17.3213,0.0,14.937957286834717,0.0,0.0,1.00707,0.0,1,20,0.0,-0.0,15.09053635597229,2.85194,47.85105895996094
300.0,-0.0183285,17.3213,0.0,15.817941904067993,76.6485485838,0.464253,1.00707,25.0,0.254136842831,20,0.00480464,-0.0161406,16.086090803146362,2.85194,63.944974422454834
400.0,-0.172394,17.1821,0.0,14.25920033454895,87.1779788708,126.985,1.003,20.0,0.212279277198,20,2.12321,0.0160667,14.441975831985474,2.84387,78.40721535682678
100.0,0.0440488,17.3207,0.0,12.812857866287231,21.7944947177,580.246,1.00704,5.0,0.0469369327068,20,4.97461,0.0267779,12.957096338272095,2.8519,91.38658714294434
0.0,-0.0,17.5541,0.0,14.741317987442017,0.0,0.0,1.01381,0.0,1,20,0.0,-0.0,14.824046611785889,2.86529,106.22137403488159
