LossBefore,TotalExecTime,Time,MaxKL,AverageReturn,Entropy,MinReturn,MeanKL,ItrTime,MaxReturn,LossAfter,AveragePolicyStd,ExplainedVariance,NumTrajs,Perplexity,StdReturn
0.0323491,5.268871784210205,5.3376405239105225,8.33554,15.0,2.40341,0.0,0.289212,5.337643384933472,200.0,-0.0291493,0.805297,0.0135592990056,40,11.0609,42.1307488659
-0.00247709,5.042049169540405,10.434365272521973,0.398397,422.5,2.43576,0.0,0.118385,5.094264507293701,1400.0,-0.0442017,0.817912,0.178509435666,40,11.4245,328.243431008
-0.0136275,4.585954189300537,15.047144889831543,2.16976,1327.5,2.43452,0.0,0.112452,4.610205411911011,5700.0,-0.0596651,0.817398,0.257527546069,40,11.4104,940.209418162
-0.0141489,4.724751234054565,19.802545070648193,1.28046,3015.0,2.42771,600.0,0.0552767,4.7517454624176025,4900.0,-0.0419437,0.814607,0.616829727717,40,11.3329,920.203781779
-0.0264156,4.850083351135254,24.694230794906616,0.142412,4220.0,2.42063,1000.0,0.0262879,4.887875080108643,6300.0,-0.0512042,0.811703,0.636691954405,40,11.253,1294.64280788
-0.0419546,4.840856552124023,29.583109140396118,13.4608,4307.5,2.40743,600.0,0.0468177,4.8838791847229,6900.0,-0.0648626,0.806364,0.629723232927,40,11.1053,1314.22743466
-0.0464763,4.815430641174316,34.436583042144775,5.63738,5172.5,2.38645,3000.0,0.0384448,4.844746351242065,6600.0,-0.071557,0.79795,0.805381338508,40,10.8748,910.490938999
