MaxReturn,TotalExecTime,NumTrajs,StdReturn,ExplainedVariance,MeanKL,AveragePolicyStd,Entropy,LossAfter,ItrTime,Time,AverageReturn,Perplexity,MinReturn,LossBefore,MaxKL
500.0,5.311861753463745,40,147.901994577,0.0865070035927,0.310639,0.805297,2.40341,-0.0325487,5.368018627166748,5.368016481399536,125.0,11.0609,0.0,0.0290975,1.1605
3800.0,4.513780117034912,40,778.359653374,0.493706599917,0.170549,0.81745,2.43251,-0.0887661,4.553552627563477,9.926211595535278,2162.5,11.3874,500.0,-0.0314022,2.2576
6400.0,4.749061584472656,40,804.576752088,0.839472063261,0.144561,0.811297,2.41681,-0.114939,4.792536020278931,14.72534728050232,5037.5,11.21,3400.0,-0.0596545,5.03021
7600.0,4.82239842414856,40,1008.66248071,0.866089203298,0.0401222,0.799271,2.38698,-0.0562205,4.862022638320923,19.59629464149475,5810.0,10.8806,3600.0,-0.0391849,0.619389
8000.0,4.993145227432251,40,1016.95317001,0.870234404783,0.181779,0.791305,2.36739,-0.0878054,5.02654242515564,24.625890970230103,5967.5,10.6695,3500.0,-0.0293394,2.04744
7000.0,4.6329569816589355,40,1044.74578248,0.81719292745,0.249645,0.78538,2.35272,-0.100023,4.676210641860962,29.308704137802124,5372.5,10.5141,2700.0,-0.0329088,2.9061
7500.0,4.846707344055176,40,840.520671965,0.896397332148,0.0765389,0.778905,2.33626,-0.0601819,4.89192008972168,34.20727610588074,5905.0,10.3425,4000.0,-0.0304052,1.0132
