LossAfter,ExplainedVariance,NumTrajs,Entropy,LossBefore,Perplexity,ItrTime,MinReturn,TotalExecTime,MeanKL,MaxReturn,AveragePolicyStd,Time,AverageReturn,StdReturn,MaxKL
-0.0302247,0.0939279308275,20,2.84233,-0.00126547,17.1557,10.746844291687012,0.0,10.664268255233765,0.161065,3200.0,1.00326,10.746838092803955,550.0,757.957782465,0.600302
-0.00705323,0.194551075091,20,2.84106,-0.00316217,17.134,10.636162996292114,0.0,10.541037797927856,0.00188382,1200.0,1.00265,21.387818813323975,60.0,261.533936612,0.0511476
0.00144398,0.586543876503,20,2.83948,0.00902479,17.1069,10.641450643539429,0.0,10.59518313407898,0.00960813,3500.0,1.00201,32.0343382358551,175.0,762.80731512,0.214571
-0.0140736,0.571079894229,20,2.844,-0.00872749,17.1843,10.820761919021606,0.0,10.758245706558228,0.00990038,13800.0,1.0044,42.85881757736206,1660.0,3640.5219406,0.0760489
-0.0166736,0.571882005401,20,2.83963,-0.0057891,17.1095,10.294296979904175,0.0,10.248610019683838,0.0306226,10300.0,1.00231,53.16896319389343,2480.0,3597.99944414,0.123682
-0.0159844,0.507997807933,20,2.83674,-0.0101431,17.06,10.742726564407349,0.0,10.692191362380981,0.014461,12300.0,1.00088,63.916203022003174,3690.0,4420.9614339,0.050824
-0.0244126,0.465677075745,20,2.83167,-0.0187081,16.9737,10.74364709854126,0.0,10.69214129447937,0.0145902,15600.0,0.998396,74.66619753837585,4675.0,4723.54474944,0.0321948
