LossAfter,LossBefore,MaxReturn,MinReturn,AverageReturn,ItrTime,TotalExecTime,Perplexity,MeanKL,ExplainedVariance,Time,StdReturn,AveragePolicyStd,Entropy,NumTrajs,MaxKL
-0.145811,-0.00907476,28500.0,14300.0,21205.0,20.378459930419922,20.245711088180542,14.8902,0.957662,0.549311668784,20.378453731536865,3798.87812387,0.935103,2.7007,20,2.55576
-0.0207668,-0.00273588,41500.0,32300.0,39110.0,19.877297401428223,19.679221153259277,14.7557,0.0557551,0.914972366656,40.262511014938354,2183.32315519,0.930964,2.69163,20,0.177712
-0.0207017,-0.0137199,42600.0,39600.0,41425.0,18.455200672149658,18.36174178123474,14.7355,0.0123147,0.969570673412,58.732527017593384,687.659072506,0.930242,2.69026,20,0.16074
0.00307265,0.00427988,42500.0,0.0,39525.0,19.448267459869385,19.26558804512024,14.6348,0.00127155,0.871280310579,78.19601130485535,9092.29756442,0.927034,2.6834,20,0.0201984
-0.0152727,-0.0121351,42500.0,40500.0,41670.0,18.84827971458435,18.74314522743225,14.6661,0.0037398,0.983477217862,97.04784512519836,534.883164813,0.928035,2.68554,20,0.0630086
-0.0120039,-0.00879044,42700.0,41200.0,41745.0,19.7047438621521,19.553910970687866,14.5774,0.00613956,0.978066895994,116.75582098960876,338.341543414,0.92502,2.67947,20,0.0549908
-0.00737473,-0.00188157,42500.0,39100.0,41520.0,19.985043048858643,19.845287084579468,14.5135,0.0152694,0.979422741722,136.74648237228394,735.934779719,0.923008,2.67508,20,0.1677
