Perplexity,ExplainedVariance,MinReturn,ItrTime,TotalExecTime,Entropy,LossBefore,AveragePolicyStd,StdReturn,MaxKL,MeanKL,AverageReturn,MaxReturn,Time,NumTrajs,LossAfter
14.1457,0.134212629355,200.0,10.268074989318848,10.172452688217163,2.64941,-0.00373141,0.917354,1300.23074875,2.88982,0.544472,1580.0,5100.0,10.268073081970215,20,-0.0931121
14.0931,0.962442901051,19500.0,9.724706172943115,9.542258739471436,2.64568,0.00190043,0.91562,1125.73309448,0.187728,0.0152861,21185.0,23400.0,19.99685025215149,20,-0.0121064
14.1065,0.982653581397,19800.0,10.12276291847229,10.081096887588501,2.64663,-0.0189962,0.915834,730.684610485,0.372025,0.0581814,22510.0,23100.0,30.127818822860718,20,-0.0367089
13.9731,0.960904576069,18300.0,9.73099160194397,9.67054009437561,2.63713,-0.0234314,0.911653,1188.65470175,0.0620401,0.0156321,21890.0,23100.0,39.87209177017212,20,-0.0307163
13.8104,0.979100631288,20400.0,10.046526193618774,9.950081825256348,2.62542,-0.011986,0.906601,772.593036469,0.247198,0.0370685,22390.0,23200.0,49.931320905685425,20,-0.0232616
13.7278,0.974200346881,20700.0,10.016212701797485,9.950791358947754,2.61943,-0.00858863,0.904297,706.328535456,0.445113,0.090505,21910.0,23000.0,59.952301025390625,20,-0.0310456
13.669,0.974980328495,19800.0,9.896963357925415,9.850744009017944,2.61513,-0.0198615,0.90208,945.766884597,0.260229,0.0527581,22255.0,23200.0,69.85875368118286,20,-0.0370271
