LossAfter,MaxReturn,Entropy,LossBefore,MinReturn,AveragePolicyStd,MaxKL,Perplexity,AverageReturn,Time,ItrTime,ExplainedVariance,MeanKL,TotalExecTime,NumTrajs,StdReturn
0.865795,500.0,2.8392,0.00497404,0.0,1.00066,1344.42,17.1021,25.0,17.290135145187378,17.29014253616333,0.20798328721,11.3381,17.099818229675293,20,108.972473589
2.45267,100.0,2.84418,-0.00545156,0.0,1.00316,1183.73,17.1874,5.0,33.622254610061646,16.30093502998352,0.10035750515,27.7617,16.089718103408813,20,21.7944947177
0.320575,300.0,2.84145,0.007976,0.0,1.00179,463.707,17.1406,20.0,50.40294790267944,16.762073755264282,0.276662444843,7.20046,16.630773305892944,20,67.8232998313
0.11417,100.0,2.84544,0.00565531,0.0,1.00381,477.086,17.2091,5.0,67.05912137031555,16.639396905899048,0.118005348166,9.93751,16.56480360031128,20,21.7944947177
0.223593,100.0,2.84826,0.0165839,0.0,1.00523,75.1137,17.2578,15.0,84.19361972808838,17.093100786209106,0.317191442588,0.745889,16.892874717712402,20,35.7071421427
-0.00193749,500.0,2.85656,-0.0164148,0.0,1.00938,14.7671,17.4015,50.0,101.39697217941284,17.178112030029297,0.154105657898,0.0975461,16.9598445892334,20,128.452325787
67.6523,700.0,2.84835,7.65139e-05,0.0,1.00526,9958.63,17.2593,75.0,117.43822717666626,16.005184412002563,0.238849236036,293.715,15.821144580841064,20,184.051623193
