MinReturn,MeanKL,AverageReturn,NumTrajs,Perplexity,MaxKL,Entropy,LossAfter,StdReturn,MaxReturn,Time,TotalExecTime,ExplainedVariance,AveragePolicyStd,LossBefore,ItrTime
0.0,0.0,0.0,200,4.72301,0.0,1.55245,-0.0,0.0,0.0,8.864386558532715,8.774549007415771,1,0.530704,-0.0,8.864392042160034
0.0,0.0,0.0,200,4.72301,0.0,1.55245,-0.0,0.0,0.0,17.520981788635254,8.563642501831055,1,0.530704,-0.0,8.651408672332764
0.0,1.28708,9.5,200,4.72301,2.55818,1.55245,-0.0687124,134.013991807,1900.0,26.159151315689087,8.587579011917114,0.182690262119,0.530704,-0.00428832,8.635920524597168
1500.0,2.55838,2329.5,200,4.7129,5.85748,1.5503,-0.136751,257.642678918,2900.0,34.938114166259766,8.710028171539307,0.914426404955,0.530192,-0.00605793,8.773199796676636
2300.0,0.990808,2649.0,200,4.69864,3.48218,1.54727,-0.0574157,119.995833261,2900.0,42.92767572402954,7.93320894241333,0.9947824097,0.529061,-0.0271581,7.983663082122803
2400.0,0.00329427,2666.0,200,4.63527,0.0190181,1.53369,-0.00913492,115.948264325,2900.0,54.010610818862915,11.003570318222046,0.994410582074,0.525701,-0.00734854,11.069696426391602
2400.0,0.806967,2685.0,200,4.61827,2.69761,1.53002,-0.0317427,121.140414396,3000.0,62.52358293533325,8.455875396728516,0.994705346021,0.52476,-0.00461887,8.50722336769104
