MaxKL,AverageReturn,AveragePolicyStd,MeanKL,ExplainedVariance,LossAfter,Time,LossBefore,Entropy,Perplexity,TotalExecTime,MaxReturn,ItrTime,MinReturn,StdReturn,NumTrajs
0.00837776,10.0,1.00568,0.000704464,0.159915550671,-0.0102658,12.21667218208313,-0.00875391,2.849,17.2706,12.085062503814697,200.0,12.216678142547607,0.0,43.5889894354,20
0.0,0.0,1.00139,0.0,1,-0.0,24.46825861930847,-0.0,2.84025,17.12,12.181767463684082,0.0,12.247781038284302,0.0,0.0,20
0.0,0.0,1.00139,0.0,1,-0.0,36.56057524681091,-0.0,2.84025,17.12,11.985861539840698,0.0,12.081279754638672,0.0,0.0,20
0.0117625,35.0,1.00139,0.000141241,0.167804375387,-0.016265,48.35050368309021,-0.0157587,2.84025,17.12,11.654019117355347,400.0,11.785213232040405,0.0,106.183802908,20
137.866,5.0,0.997481,1.88718,0.0446624890116,-0.139392,60.278977155685425,-0.0126123,2.83237,16.9857,11.833509922027588,100.0,11.919355869293213,0.0,21.7944947177,20
4.24626,10.0,0.994337,0.0237097,0.0621652137822,-0.0148459,71.64015746116638,-0.0091562,2.82606,16.8789,11.280895709991455,100.0,11.357625722885132,0.0,30.0,20
0.976909,55.0,0.992027,0.00509286,0.0705516967762,-0.00276918,82.7736747264862,-0.00148897,2.82149,16.8018,11.011991739273071,800.0,11.124063491821289,0.0,182.961744635,20
