LossAfter,AveragePolicyStd,Entropy,ExplainedVariance,AverageReturn,Perplexity,NumTrajs,MaxKL,MeanKL,MaxReturn,ItrTime,TotalExecTime,MinReturn,LossBefore,Time,StdReturn
-0.0233744,0.82843,2.4367,0.127134961191,35.0,11.4353,40,2.16648,0.272695,400.0,4.915353298187256,4.8286309242248535,0.0,0.0149075,4.915346145629883,85.2936105462
-0.0215324,0.83498,2.45161,0.791850019679,270.0,11.607,40,0.257231,0.0435889,400.0,4.387547969818115,4.321723461151123,0.0,-0.000541344,9.30794382095337,110.0
-0.0568737,0.83549,2.45134,0.8454828082,297.5,11.6039,40,0.630103,0.0833233,400.0,3.6967804431915283,3.6607472896575928,0.0,-0.0277769,13.00950026512146,90.7950989867
-0.017264,0.829802,2.43745,0.846603421768,320.0,11.4438,40,0.245439,0.0269733,600.0,4.048998832702637,4.026175260543823,0.0,-0.00693042,17.06283688545227,84.2614977318
-0.0446459,0.829009,2.43399,0.883988340932,332.5,11.4043,40,1.35139,0.269116,500.0,3.6488776206970215,3.5911006927490234,0.0,-0.00010916,20.714321613311768,81.8153408598
-0.030388,0.828868,2.43393,0.682436631703,300.0,11.4036,40,0.520717,0.0615529,700.0,3.9923267364501953,3.9275283813476562,0.0,-0.0097915,24.719302654266357,158.113883008
-0.0324005,0.826343,2.42904,0.791054584574,305.0,11.3479,40,0.13784,0.0313811,700.0,4.312801361083984,4.2725830078125,0.0,-0.0205406,29.039786100387573,120.312094155
