StdReturn,Perplexity,MinReturn,LossAfter,LossBefore,Time,ItrTime,AveragePolicyStd,Entropy,AverageReturn,ExplainedVariance,NumTrajs,TotalExecTime,MaxReturn,MeanKL,MaxKL
653.834841531,17.0561,0.0,-0.0925678,0.0132213,15.743111848831177,15.743113040924072,0.999438,2.83651,150.0,0.130494168323,20,15.460478782653809,3000.0,0.688908,60.371
177.482393493,17.2831,0.0,0.00983078,0.0107627,32.898520946502686,17.15267252922058,1.00606,2.84973,50.0,0.134741338555,20,17.008737087249756,800.0,0.000168656,0.00146565
500.274924417,17.3764,0.0,0.13463,0.0165073,49.25686740875244,16.349151372909546,1.00879,2.85511,235.0,0.17655934772,20,16.21220898628235,1700.0,1.12382,133.769
564.335892886,17.5204,0.0,0.00106576,0.00231053,66.5456280708313,17.264930486679077,1.01289,2.86337,155.0,0.0982479487902,20,17.08022665977478,2600.0,0.00295812,0.568535
241.402154091,17.5407,0.0,0.0308231,0.0202652,82.94553637504578,16.376161336898804,1.0135,2.86452,65.0,0.0793689018254,20,16.274282455444336,1100.0,0.611707,31.9736
53.6190264738,17.7193,0.0,0.0275965,0.0303769,100.02247977256775,17.068480968475342,1.01875,2.87465,25.0,0.0854262685476,20,16.871103286743164,200.0,0.000953868,0.00482857
120.415945788,17.9905,0.0,-0.00303074,-0.00129463,116.40401577949524,16.33911108970642,1.02649,2.88984,50.0,0.151904895664,20,16.156893014907837,500.0,0.000543337,0.00471105
