LossAfter,NumTrajs,ItrTime,Time,MinReturn,TotalExecTime,LossBefore,StdReturn,Perplexity,MaxKL,ExplainedVariance,MaxReturn,AverageReturn,Entropy,AveragePolicyStd,MeanKL
-0.0,200,11.666335821151733,11.666334629058838,0.0,11.598606824874878,-0.0,0.0,4.72301,0.0,1,0.0,0.0,1.55245,0.530704,0.0
0.00966252,200,10.381849527359009,22.05099630355835,0.0,10.29314112663269,0.0205509,21.1601039695,4.72301,0.370179,0.0631018501138,300.0,1.5,1.55245,0.530704,0.190599
-1.28316,200,9.356163501739502,31.41134786605835,0.0,9.273849248886108,-0.0259038,726.005509621,4.77179,54.1538,0.680613611516,2200.0,1146.0,1.56272,0.533454,24.8234
-0.0349973,200,9.224120140075684,40.64425039291382,2400.0,9.152177572250366,-0.00121132,109.544511501,4.71039,3.6535,0.995179896566,2900.0,2690.0,1.54977,0.529763,1.10475
-0.0609642,200,8.604279518127441,49.25265336036682,2400.0,8.558007955551147,-0.00428849,120.248700617,4.70753,9.40361,0.994456386553,2900.0,2665.5,1.54916,0.529556,2.33742
-0.0189968,200,9.579213380813599,58.83513569831848,2200.0,9.481580018997192,-0.0149295,125.474100913,4.69745,0.371067,0.993353413524,3000.0,2682.5,1.54702,0.529215,0.120079
-0.0583446,200,10.718374967575073,69.55727005004883,2200.0,10.628992557525635,0.00425041,124.007056251,4.66252,6.45574,0.993959936134,3000.0,2683.5,1.53956,0.527341,1.93093
