StdReturn,MaxReturn,NumTrajs,MeanKL,Entropy,AverageReturn,Perplexity,LossBefore,LossAfter,MaxKL,ItrTime,ExplainedVariance,TotalExecTime,MinReturn,Time,AveragePolicyStd
428.80648316,1600.0,20,0.0959261,2.68973,225.0,14.7277,-0.00731439,-0.0332941,0.25434,5.712003231048584,0.0603612333703,5.643259286880493,0.0,5.711999893188477,0.929406
2138.43400646,9800.0,20,0.112338,2.68242,5310.0,14.6204,0.00831759,-0.037673,0.197867,5.595948934555054,0.320018108603,5.518159627914429,800.0,11.31947922706604,0.925778
3645.54522671,19800.0,20,0.0203066,2.68657,14900.0,14.6813,-0.0205044,-0.028589,0.0343807,5.5904622077941895,0.596390459763,5.539924621582031,7300.0,16.913854837417603,0.927569
3020.67459353,20000.0,20,0.019895,2.67632,15195.0,14.5316,-0.0264402,-0.0342548,0.0358044,5.510341167449951,0.711575713019,5.468237638473511,7200.0,22.42924976348877,0.92286
2316.21998092,19600.0,20,0.0379259,2.6631,15725.0,14.3407,0.01527,0.0020243,0.051568,5.177875757217407,0.774632625708,5.134583950042725,11500.0,27.6108455657959,0.916695
2371.47106244,19200.0,20,0.0589897,2.67074,15225.0,14.4506,-0.0303672,-0.0500305,0.128984,5.823283672332764,0.761119555657,5.762572765350342,9900.0,33.436792850494385,0.920136
2637.47511837,18500.0,20,0.099816,2.65555,14285.0,14.2329,-0.00494234,-0.0350339,0.175831,5.6146299839019775,0.685201426459,5.583899736404419,8200.0,39.05678057670593,0.913116
