MaxKL,ExplainedVariance,AveragePolicyStd,AverageReturn,MeanKL,MinReturn,LossAfter,LossBefore,TotalExecTime,Time,Entropy,StdReturn,NumTrajs,Perplexity,MaxReturn,ItrTime
0.0,1,1.0,0.0,0.0,0.0,-0.0,-0.0,14.638158798217773,14.92589545249939,2.83788,0.0,20,17.0795,0.0,14.92590069770813
0.0,1,1.0,0.0,0.0,0.0,-0.0,-0.0,16.546250581741333,31.75818657875061,2.83788,0.0,20,17.0795,0.0,16.823846101760864
17.1016,0.068804320163,1.0,5.0,0.240263,0.0,0.0250234,-0.00191879,15.540618896484375,47.42935276031494,2.83788,21.7944947177,20,17.0795,100.0,15.657405138015747
0.0,1,0.999537,0.0,0.0,0.0,-0.0,-0.0,16.63625407218933,64.30692195892334,2.83692,0.0,20,17.0631,0.0,16.851839303970337
0.0,1,0.999537,0.0,0.0,0.0,-0.0,-0.0,17.875048875808716,82.37172627449036,2.83692,0.0,20,17.0631,0.0,18.049105405807495
6256.1,0.177486551085,0.999537,115.0,138.019,0.0,26.6125,-0.0195726,14.769835233688354,97.23239803314209,2.83692,290.30156734,20,17.0631,1100.0,14.813085079193115
0.0,1,0.994721,0.0,0.0,0.0,-0.0,-0.0,16.38068962097168,113.83083319664001,2.82713,0.0,20,16.8969,0.0,16.590438842773438
