Entropy,AverageReturn,MinReturn,StdReturn,AveragePolicyStd,LossAfter,Time,Perplexity,NumTrajs,MaxKL,TotalExecTime,ExplainedVariance,MaxReturn,ItrTime,LossBefore,MeanKL
3.08155,465.0,0.0,719.913189211,1.12957,-0.00150816,12.339006185531616,21.7921,20,5.43052,12.27398133277893,0.572840870413,2400.0,12.339014053344727,0.0208794,0.0401974
3.10243,110.0,0.0,298.161030318,1.14143,0.00143105,24.970799922943115,22.2519,20,0.154484,12.54721450805664,0.42199587916,1300.0,12.62737488746643,0.00333078,0.00138512
3.10409,365.0,0.0,564.158665625,1.14238,0.00075461,37.70884847640991,22.289,20,4.05168,12.67359709739685,0.70273878914,2100.0,12.73192834854126,0.00531807,0.00979355
3.10675,915.0,0.0,1565.97413772,1.14389,0.00270919,50.94206237792969,22.3483,20,0.262914,13.169121742248535,0.464064729182,6900.0,13.22685718536377,0.00505224,0.00266499
3.10928,625.0,0.0,870.560164492,1.14534,-0.0129253,64.2313027381897,22.4049,20,0.723246,13.219498634338379,0.393723934721,3200.0,13.276188135147095,-0.00988507,0.00228598
3.10434,850.0,0.0,1416.50979524,1.14252,-0.00753808,76.09226202964783,22.2944,20,0.364645,11.808890342712402,0.539119613884,6000.0,11.856817245483398,-0.00180206,0.00728517
3.10344,1075.0,0.0,1471.35141961,1.142,-0.00751691,87.66502666473389,22.2743,20,1.05823,11.510995864868164,0.61534267317,4800.0,11.557294845581055,-0.00138165,0.0130547
