StdReturn,Time,Perplexity,MaxKL,AveragePolicyStd,ItrTime,TotalExecTime,LossAfter,ExplainedVariance,AverageReturn,MinReturn,MaxReturn,NumTrajs,Entropy,MeanKL,LossBefore
226.715680975,6.316797494888306,5.67789,3.49529,0.58088,6.316802024841309,6.224591016769409,-0.169811,0.13259545467,240.0,0.0,900.0,40,1.73658,1.39622,0.0127627
470.312396179,12.324064016342163,5.75082,0.238383,0.583724,5.993101358413696,5.898496389389038,-0.0947827,0.962103883616,6767.5,5700.0,7800.0,40,1.74934,0.146492,-0.0549904
282.665880502,18.552062273025513,5.59485,0.272124,0.575819,6.223304271697998,6.194731950759888,-0.0609937,0.989299765254,7410.0,6900.0,8000.0,40,1.72185,0.0278775,-0.0441134
323.109888428,24.647795915603638,5.4728,0.0880953,0.569264,6.092193603515625,6.053936004638672,-0.033687,0.98913921409,7540.0,6800.0,8100.0,40,1.69979,0.0135248,-0.0262654
314.950392919,31.547707557678223,5.40139,0.363463,0.565193,6.8934166431427,6.848193168640137,-0.0460566,0.990303416794,7592.5,6900.0,8000.0,40,1.68666,0.0294689,-0.0250364
1233.19706454,37.544782400131226,5.3342,0.385891,0.561609,5.987746477127075,5.935488700866699,-0.0224503,0.893294149922,7535.0,0.0,8100.0,40,1.67414,0.0234673,-0.00522842
247.979333816,43.65763854980469,5.32027,0.475787,0.560728,6.097661256790161,6.049410104751587,-0.0632569,0.989685948021,7647.5,7100.0,8200.0,40,1.67152,0.124027,-0.0273974
