AverageReturn,LossAfter,AveragePolicyStd,MaxReturn,ItrTime,MaxKL,ExplainedVariance,LossBefore,TotalExecTime,NumTrajs,Entropy,StdReturn,Perplexity,MinReturn,Time,MeanKL
105.0,-0.0366978,0.87453,1100.0,6.685099124908447,0.911367,0.104614799877,0.000423081,6.6037139892578125,20,2.56857,280.133896557,13.0471,0.0,6.685092926025391,0.16962
1250.0,-0.00348451,0.874698,1400.0,6.0442070960998535,0.0639298,0.952377592184,0.0020914,5.942026376724243,20,2.56899,97.4679434481,13.0527,1100.0,12.7343590259552,0.00801481
1355.0,0.015626,0.875032,1500.0,6.196762323379517,0.022998,0.956388853756,0.0180389,6.114800214767456,20,2.57004,92.0597631976,13.0663,1100.0,18.93519616127014,0.00287896
1295.0,-0.00600919,0.879002,1500.0,6.393712997436523,0.0806464,0.950057967762,0.00235797,6.347311973571777,20,2.57906,111.691539518,13.1847,1000.0,25.331903219223022,0.00768165
1315.0,0.0303262,0.879529,1500.0,6.34377908706665,0.0886696,0.95533436637,0.0370783,6.293280601501465,20,2.58024,90.9670269933,13.2003,1200.0,31.6842782497406,0.00909536
1390.0,0.00856942,0.887702,1500.0,6.866869926452637,0.0545566,0.96351449942,0.0150393,6.824023485183716,20,2.59878,53.8516480713,13.4473,1300.0,38.555340051651,0.0112657
1400.0,-0.0201357,0.891122,1500.0,6.987213850021362,0.0362707,0.960717997039,-0.0172998,6.955048084259033,20,2.6063,77.4596669241,13.5488,1200.0,45.547467947006226,0.00101678
