MaxReturn,ItrTime,ExplainedVariance,AveragePolicyStd,NumTrajs,Entropy,MaxKL,Perplexity,AverageReturn,Time,MinReturn,LossAfter,TotalExecTime,StdReturn,LossBefore,MeanKL
3000.0,32.64302206039429,0.610118894747,0.956152,20,2.7481,0.171662,15.613,1525.0,32.64301562309265,0.0,-0.0116138,32.340962409973145,945.978329562,-0.00303298,0.0153081
3500.0,34.36081552505493,0.766590252172,0.954737,20,2.74507,0.12215,15.5657,1815.0,67.02586627006531,0.0,0.00250821,33.99496412277222,839.806525338,0.00736063,0.0114746
2900.0,33.82863926887512,0.56357757376,0.956475,20,2.74875,0.0373525,15.6231,1440.0,100.86752390861511,0.0,-0.0114562,33.638912200927734,1032.66645147,-0.00856567,0.00562328
2400.0,34.4164092540741,0.560065562508,0.954402,20,2.74447,0.437255,15.5563,1180.0,135.29490566253662,0.0,-0.0150321,34.014256954193115,928.22411087,-0.0048494,0.0461027
2400.0,33.108296632766724,0.732769383488,0.953248,20,2.74204,0.0721394,15.5187,1530.0,168.4299247264862,0.0,-0.00541682,32.95547914505005,898.387444258,-0.00133762,0.00554002
2200.0,35.76038432121277,0.478803668698,0.952931,20,2.74137,0.0470333,15.5083,1345.0,204.20368337631226,0.0,-0.0232927,35.57446360588074,914.590072109,-0.0172999,0.0057798
2600.0,31.725419521331787,0.731127980721,0.948834,20,2.73272,0.0247181,15.3747,1830.0,235.9510600566864,0.0,-0.0126865,31.487847089767456,738.308878451,-0.00860741,0.00201622
