1MinReturn,0ProcessExecTime,ItrTime,1Perplexity,1StdReturn,0Perplexity,1ExplainedVariance,1PolicyExecTime,ComputeUpdatedDistTime,0AverageReturn,0NumTrajs,0MinReturn,0Entropy,dLoss,1AverageReturn,1ProcessExecTime,0EnvExecTime,1EnvExecTime,0ExplainedVariance,1Entropy,1AveragePolicyStd,0StdReturn,0MaxReturn,MeanKLBefore,0PolicyExecTime,Time,0AveragePolicyStd,1MaxReturn,LossAfter,MeanKL,LossBefore,1NumTrajs
0.0,1.108417272567749,151.86867475509644,6.15712,994.06156248,6.1707,0.198915809715,48.22631525993347,0.1087961196899414,381.35,2000,0.0,1.81981,-5.82076609135e-10,636.9,1.0702648162841797,31.426573276519775,31.440157651901245,0.072381961223,1.81761,0.601876,760.82006907,2800.0,0.0,32.49541521072388,12503.266680002213,0.602547,2900.0,8.14907252789e-10,0.0,2.32830643654e-10,2000
0.0,1.1176583766937256,145.63831210136414,6.1446,1004.31767758,6.1707,0.194463732546,44.876160621643066,0.10725283622741699,359.95,2000,0.0,1.81981,0.00415337871527,652.45,1.031346321105957,31.433697938919067,30.547353744506836,0.0629671167974,1.81557,0.601185,739.912831015,2800.0,0.0,31.33306097984314,12652.455810070038,0.602547,2900.0,-0.00415337830782,0.00674576638266,4.07453626394e-10,2000
0.0,1.058624267578125,140.4521951675415,6.09917,1056.46552121,6.10549,0.235103855539,45.2543306350708,0.09856414794921875,349.25,2000,0.0,1.80919,0.00387922156369,696.05,1.0318219661712646,30.104641437530518,30.13954782485962,0.0617446402941,1.80815,0.599268,728.305868094,2700.0,-1.49011594175e-08,27.569676637649536,12796.745143175125,0.599491,2900.0,-0.00387922232039,0.00795249734074,-7.56699591875e-10,2000
0.0,1.076456069946289,137.98851585388184,6.08456,1056.85275701,6.0772,0.24660912308,41.56699728965759,0.10601401329040527,382.45,2000,0.0,1.80454,0.00201374772587,718.5,1.0142722129821777,30.753225564956665,29.76262640953064,0.075085640452,1.80575,0.598431,764.654822453,2800.0,0.0,27.43381953239441,12938.335212469101,0.598049,2900.0,-0.00201374804601,0.00480520585552,-3.20142135024e-10,2000
0.0,1.0672123432159424,138.01516246795654,5.97207,1094.82436491,5.96682,0.25070881188,42.15409708023071,0.09511375427246094,341.65,2000,0.0,1.78621,0.00326256151311,721.9,1.0351526737213135,30.267379999160767,30.563270807266235,0.0699117507433,1.78709,0.593101,728.381958522,2800.0,0.0,27.52563786506653,13079.817849636078,0.592804,2900.0,-0.00326256081462,0.00667726714164,6.98491930962e-10,2000
0.0,1.0640933513641357,139.39249300956726,5.94792,1038.10015774,5.94837,0.223708489656,41.41553521156311,0.14640140533447266,360.6,2000,0.0,1.78312,0.00313398422441,654.25,1.0244169235229492,29.95253896713257,30.07625985145569,0.0693378986467,1.78304,0.59196,740.673774343,2700.0,7.45058059692e-09,30.58684015274048,13223.035135030746,0.591883,2900.0,-0.00313398102298,0.00661334674805,3.20142135024e-09,2000
0.0,1.067159652709961,139.32860040664673,5.84463,1035.32163964,5.86627,0.205536354084,44.21775531768799,0.10330700874328613,366.4,2000,0.0,1.76922,0.00341874582227,631.05,1.0174493789672852,30.4571590423584,30.03598642349243,0.0697123052312,1.76552,0.586768,753.346560356,2700.0,0.0,27.190002918243408,13365.756813526154,0.587825,2800.0,-0.00341874361038,0.00616548256949,2.21189111471e-09,2000
0.0,1.0659184455871582,140.03073120117188,5.76375,1054.88235245,5.78443,0.230590609099,45.00921607017517,0.09770679473876953,341.65,2000,0.0,1.75517,0.00299237947911,674.15,1.0394532680511475,30.020140171051025,30.455986976623535,0.0707253857379,1.75159,0.58269,727.02151103,2800.0,0.0,27.22633385658264,13509.232181310654,0.583773,2900.0,-0.0029923771508,0.00714247906581,2.32830643654e-09,2000
0.0,1.0620059967041016,138.40012049674988,5.73378,1014.57380215,5.76338,0.198321884843,41.80025386810303,0.11118602752685547,341.05,2000,0.0,1.75152,0.00358817313099,630.0,1.0304198265075684,29.867266416549683,30.16277313232422,0.0578983297114,1.74637,0.581362,720.5136345,2700.0,3.72528958792e-08,26.912187576293945,13650.928728342056,0.582816,2900.0,-0.00358817307279,0.00664205290377,5.82076609135e-11,2000
0.0,1.0679657459259033,136.9496729373932,5.67135,1070.78848985,5.68562,0.253937214379,42.067076683044434,0.10338306427001953,353.65,2000,0.0,1.73794,0.00193140027113,685.1,1.0283682346343994,30.276437520980835,30.21859860420227,0.0697969729727,1.73543,0.578119,732.58219846,2700.0,0.0,26.948352575302124,13791.334364414215,0.578885,2900.0,-0.00193139910698,0.00659744301811,1.16415321827e-09,2000
0.0,1.0676350593566895,139.38428401947021,5.68672,1031.37635711,5.67622,0.194407008292,41.22508263587952,0.09837913513183594,336.65,2000,0.0,1.73629,0.00234084595286,615.9,1.0332930088043213,30.044820308685303,29.976510524749756,0.0712077257469,1.73813,0.578966,723.886577787,2700.0,0.0,30.685832262039185,13934.36601138115,0.578461,2900.0,-0.00234084855765,0.00693903490901,-2.60479282588e-09,2000
0.0,1.057828426361084,138.772225856781,5.65505,1030.57480927,5.66078,0.212158972723,44.417945861816406,0.11302423477172852,347.35,2000,0.0,1.73356,0.00383917626459,656.75,1.0041489601135254,30.08552646636963,29.601360082626343,0.0658857758207,1.73255,0.577374,730.980832512,2700.0,7.45058059692e-09,27.44831156730652,14076.539515018463,0.577671,2900.0,-0.00383917754516,0.00864519644529,-1.2805685401e-09,2000
0.0,1.0682945251464844,140.49157524108887,5.65495,1043.26717096,5.64969,0.22007682161,45.756521701812744,0.10366654396057129,327.65,2000,0.0,1.7316,0.0032027742127,623.1,1.0255634784698486,29.93640422821045,30.301698446273804,0.0644075649626,1.73253,0.577413,713.877074502,2700.0,2.98023223877e-08,27.24149227142334,14220.70243191719,0.577136,2900.0,-0.0032027726993,0.00683984020725,1.51339918375e-09,2000
0.0,1.0811598300933838,136.25374102592468,5.56504,1030.84852306,5.5875,0.204170464818,41.59254455566406,0.11232471466064453,360.2,2000,0.0,1.72053,0.00432039995212,651.15,1.014925479888916,30.41960096359253,29.982635498046875,0.0689088221029,1.7165,0.573211,743.112346822,2700.0,2.23517417908e-08,26.90090823173523,14360.210904121399,0.574221,2900.0,-0.00432039983571,0.00933518726379,1.16415321827e-10,2000
0.0,1.0661332607269287,138.43992590904236,5.49912,1040.27123386,5.52399,0.218601829138,41.71074080467224,0.10130810737609863,367.3,2000,0.0,1.7091,1.46974343807e-09,652.4,1.0221498012542725,30.157103776931763,30.038007736206055,0.0663425743212,1.70459,0.56978,750.6135557,2800.0,0.0,28.445228099822998,14502.35843873024,0.57109,2800.0,2.11730366573e-09,0.0,3.58704710379e-09,2000
0.0,1.0640323162078857,139.99968147277832,5.51028,1077.8920157,5.52399,0.26139878799,41.28126287460327,0.11048102378845215,371.7,2000,0.0,1.7091,0.00350584520493,735.55,1.015620231628418,29.90943169593811,30.067129611968994,0.0580359333932,1.70661,0.570467,747.689180074,2700.0,0.0,31.39432692527771,14646.071961164474,0.57109,2900.0,-0.00350584532134,0.00755768502131,-1.16415321827e-10,2000
0.0,1.0562293529510498,139.10325479507446,5.46853,1108.60497924,5.48924,0.276902498584,44.00926733016968,0.10966134071350098,356.15,2000,0.0,1.70279,0.0039866551524,705.0,1.0174009799957275,29.949044227600098,30.13144564628601,0.0624360354229,1.69901,0.568305,729.569857861,2700.0,0.0,27.66658854484558,14788.408940553665,0.569355,2900.0,-0.00398665620014,0.00860666017979,-1.04773789644e-09,2000
0.0,1.0666966438293457,140.59359455108643,5.33474,1065.75028853,5.3374,0.246960844635,45.03075432777405,0.11079144477844238,353.55,2000,0.0,1.67474,-4.65661287308e-10,701.15,1.0366120338439941,29.97113060951233,30.345355987548828,0.0707179806494,1.67424,0.561337,734.184852404,2700.0,0.0,27.231213569641113,14932.519617557526,0.561558,2900.0,-6.98491930962e-10,0.0,-1.16415321827e-09,2000
0.0,1.533743143081665,136.3249638080597,5.31896,1118.4475133,5.3374,0.28239091217,41.50722813606262,0.10833621025085449,356.4,2000,0.0,1.67474,0.00326102608233,724.6,1.0138680934906006,30.26742386817932,29.909178018569946,0.0652992076791,1.67128,0.56052,736.355240356,2700.0,1.49011594175e-08,26.770194053649902,15071.84241604805,0.561558,3000.0,-0.00326102715917,0.00709283538163,-1.0768417269e-09,2000
0.0,1.066009521484375,140.36254453659058,5.18843,1080.43301967,5.19659,0.237808059616,41.38447833061218,0.10566473007202148,348.55,2000,0.0,1.648,0.00460045383079,714.3,1.0271797180175781,30.279402256011963,30.222172260284424,0.0656224438449,1.64643,0.553804,736.014875869,2800.0,0.0,31.032470703125,15215.50771355629,0.554207,2900.0,-0.00460045598447,0.00961476378143,-2.1536834538e-09,2000
0.0,1.0751612186431885,141.5756230354309,5.08223,1109.81005582,5.10357,0.27809631674,40.05431318283081,0.11263418197631836,335.15,2000,0.0,1.62994,0.00325488427188,785.8,1.0282013416290283,30.246381282806396,30.20546531677246,0.0690578615752,1.62575,0.547964,722.377655731,2800.0,-1.49011594175e-08,33.53601598739624,15360.076802492142,0.549084,2900.0,-0.00325488601811,0.00683120265603,-1.7462298274e-09,2000
0.0,1.084296703338623,139.87184190750122,5.01795,1011.54554519,5.03861,0.190191042384,43.045135498046875,0.10114264488220215,320.3,2000,0.0,1.61713,0.00371096981689,633.1,1.0279943943023682,29.990751266479492,30.063185453414917,0.0577722924713,1.61302,0.544468,699.991364232,2700.0,0.0,29.388343572616577,15503.027262210846,0.545563,2800.0,-0.00371096958406,0.00866915564984,2.32830643654e-10,2000
0.0,1.0888803005218506,140.20972895622253,5.02398,1100.82790549,5.04145,0.257967823156,43.118165731430054,0.6650524139404297,344.0,2000,0.0,1.61769,0.00254756538197,724.35,1.0239789485931396,30.17772364616394,29.94389796257019,0.0720665764465,1.61422,0.544915,739.177921748,2800.0,0.0,28.963589906692505,15646.357745170593,0.545793,2900.0,-0.0025475656148,0.00976684968919,-2.32830643654e-10,2000
0.0,1.077951192855835,137.09120082855225,5.02929,1109.22693688,5.04285,0.288655566067,40.38546180725098,0.0909276008605957,352.95,2000,0.0,1.61797,0.00220329102012,783.55,1.033137559890747,30.115260124206543,30.171169757843018,0.0666950647651,1.61528,0.545093,744.413391537,2800.0,-1.49011611938e-08,28.984875917434692,15786.783831119537,0.545834,2900.0,-0.00220329104923,0.00988356117159,-2.91038304567e-11,2000
0.0,1.0687785148620605,138.37951278686523,5.00781,1154.31461916,5.02831,0.306373493526,39.98218083381653,0.09039139747619629,353.2,2000,0.0,1.61508,0.0017727878876,842.4,1.030855655670166,29.87752342224121,29.958688974380493,0.0696852228426,1.611,0.543986,737.522718294,2700.0,0.0,31.135507583618164,15929.662306308746,0.545144,2900.0,-0.00177278765477,0.00880183000118,2.32830643654e-10,2000
0.0,1.0752842426300049,140.8967547416687,5.0164,1125.78338947,5.02603,0.286979270539,39.789902210235596,0.09962964057922363,359.3,2000,0.0,1.61463,0.00210062458063,772.4,1.0244121551513672,30.385413646697998,30.086326599121094,0.0729665735099,1.61271,0.544485,743.177980029,2900.0,0.0,33.21566319465637,16074.414605379105,0.545025,2900.0,-0.0021006250754,0.00645212456584,-4.94765117764e-10,2000
0.0,1.0692250728607178,139.92271828651428,4.92663,1085.87549816,4.94882,0.254813668023,43.19048762321472,0.09477972984313965,344.45,2000,0.0,1.59915,0.00349266827106,728.45,1.0409061908721924,29.978015184402466,30.41873002052307,0.0739886811271,1.59465,0.539593,728.758668902,2700.0,0.0,28.792684316635132,16217.849167823792,0.540857,2900.0,-0.00349267106503,0.00879510026425,-2.79396772385e-09,2000
0.0,1.0511136054992676,139.2028353214264,4.84818,974.04902854,4.84874,0.1832181017,43.11983823776245,0.1072854995727539,343.1,2000,0.0,1.57872,0.00340151460841,570.7,1.0334162712097168,29.836205005645752,30.106900215148926,0.0734608725034,1.5786,0.534969,729.652239084,2700.0,0.0,28.89908719062805,16360.582202911377,0.535007,3000.0,-0.00340151693672,0.00986356195062,-2.32830643654e-09,2000
0.0,1.0820653438568115,137.19507360458374,4.77124,1106.1795955,4.77487,0.269132917652,40.244747161865234,0.09407448768615723,358.6,2000,0.0,1.56337,0.00437176530249,727.05,1.0245580673217773,30.732776641845703,29.948106288909912,0.0733680805332,1.56261,0.530632,744.174737545,2800.0,0.0,28.813881874084473,16501.359228610992,0.530805,2900.0,-0.00437176553532,0.00734668271616,-2.32830643654e-10,2000
0.0,1.0738945007324219,140.14056134223938,4.71668,1024.64905089,4.72818,0.216838120007,40.81274676322937,0.11931109428405762,338.45,2000,0.0,1.55354,0.0,676.35,1.0351173877716064,30.22798776626587,30.43737006187439,0.0614296440765,1.55111,0.527378,724.145425657,2800.0,0.0,30.62890124320984,16645.29086303711,0.527989,2900.0,5.82076609135e-10,0.0,5.82076609135e-10,2000
0.0,1.0651633739471436,141.0610547065735,4.71439,1102.5562616,4.72818,0.257182435433,39.92257905006409,0.0994408130645752,347.05,2000,0.0,1.55354,1.7462298274e-10,668.7,1.0309219360351562,30.21831774711609,30.419050216674805,0.0864857196036,1.55062,0.527338,748.432560422,2800.0,-1.49011629702e-08,32.499370098114014,16790.08531522751,0.527989,2900.0,1.04773789644e-09,0.0,1.22236087918e-09,2000
0.0,1.0558052062988281,140.81838607788086,4.73469,1061.24412719,4.72818,0.231244274266,43.45416808128357,0.0891261100769043,340.05,2000,0.0,1.55354,1.51339918375e-09,663.45,1.0277209281921387,30.042062044143677,30.384143352508545,0.0777603493003,1.55492,0.528358,729.130302141,2800.0,0.0,28.91627073287964,16934.390225172043,0.527989,2900.0,-4.65661287308e-10,1.49011611938e-08,1.04773789644e-09,2000
0.0,1.0613985061645508,140.20838332176208,4.72535,1083.92453151,4.72818,0.252134963389,43.515175342559814,0.09315037727355957,357.5,2000,0.0,1.55354,0.00147884013131,706.9,1.056804895401001,29.83648920059204,30.556211948394775,0.0815260895746,1.55294,0.527894,743.507733652,2700.0,1.49011611938e-08,28.946732997894287,17077.876810073853,0.527989,2900.0,-0.00147883815225,0.00322360009886,1.97906047106e-09,2000
0.0,1.087252140045166,142.8030149936676,4.68493,1078.18874043,4.68492,0.229952276813,42.48922634124756,0.09156465530395508,335.05,2000,0.0,1.54435,0.00250536372187,685.2,1.0505480766296387,30.333834648132324,30.33992314338684,0.0688461633136,1.54435,0.525446,715.385558633,2700.0,0.0,28.929361581802368,17224.5994284153,0.525539,2900.0,-0.00250536436215,0.00683049997315,-6.40284270048e-10,2000
0.0,1.0489909648895264,137.01226663589478,4.65971,1168.72997309,4.67076,0.328003219468,41.903863191604614,0.09925580024719238,336.05,2000,0.0,1.54132,-1.06228981167e-09,830.5,1.0372405052185059,30.011579513549805,30.303632736206055,0.0784216963818,1.53895,0.524168,723.826911285,2700.0,0.0,26.81748938560486,17365.07678937912,0.524802,2900.0,4.80213202536e-10,1.49011611938e-08,-5.82076609135e-10,2000
0.0,1.0717923641204834,141.31266403198242,4.65032,1035.09958941,4.67076,0.221176327325,41.72226572036743,0.11705946922302246,339.4,2000,0.0,1.54132,-4.65661287308e-10,612.2,1.0464279651641846,30.449401378631592,30.350043058395386,0.0807087793231,1.53694,0.523724,723.952788516,2700.0,0.0,30.648712873458862,17509.845759630203,0.524802,2900.0,1.39698386192e-09,0.0,9.31322574615e-10,2000
0.0,1.075448989868164,139.8447299003601,4.65492,1025.54325969,4.67076,0.212620503981,43.36940050125122,0.13392329216003418,363.75,2000,0.0,1.54132,0.00168878899422,667.35,1.029710292816162,29.815120458602905,30.308779001235962,0.075390913804,1.53792,0.523858,748.34546668,2700.0,0.0,28.860527276992798,17652.755734443665,0.524802,2900.0,-0.001688785851,0.00560371717438,3.14321368933e-09,2000
0.0,1.0786333084106445,139.41432547569275,4.67618,1126.84135529,4.68727,0.280985459742,42.814368724823,0.10375618934631348,357.9,2000,0.0,1.54485,-2.32830643654e-10,781.6,1.0274977684020996,29.81316041946411,29.928186178207397,0.0832467423726,1.54248,0.525072,742.837525977,2700.0,0.0,29.047812461853027,17795.028740406036,0.525677,2900.0,-2.32830643654e-10,0.0,-4.65661287308e-10,2000
0.0,1.059138536453247,136.8117868900299,4.66058,1056.02236719,4.68727,0.215946886745,40.449214696884155,0.0868680477142334,346.0,2000,0.0,1.54485,0.00288685091073,652.6,1.037766695022583,29.924115896224976,31.25888752937317,0.0662004262738,1.53914,0.524244,728.967763348,2700.0,0.0,27.25670862197876,17935.754811286926,0.525677,2900.0,-0.00288685387932,0.00989745371044,-2.96859070659e-09,2000
