1MinReturn,0ProcessExecTime,ItrTime,1Perplexity,1StdReturn,0Perplexity,1ExplainedVariance,1PolicyExecTime,ComputeUpdatedDistTime,0AverageReturn,0NumTrajs,0MinReturn,0Entropy,dLoss,1AverageReturn,1ProcessExecTime,0EnvExecTime,1EnvExecTime,0ExplainedVariance,1Entropy,1AveragePolicyStd,0StdReturn,0MaxReturn,MeanKLBefore,0PolicyExecTime,Time,0AveragePolicyStd,1MaxReturn,LossAfter,MeanKL,LossBefore,1NumTrajs
0.0,1.4610824584960938,229.9670910835266,14.7943,768.547877494,14.8285,0.172931754809,84.35623574256897,0.11980891227722168,206.8,2000,0.0,2.69655,0.00563746067928,369.6,1.472339153289795,38.92410635948181,39.76719117164612,0.0785643189595,2.69424,0.930885,543.14248591,2600.0,-4.65661376126e-09,57.33831787109375,2508.4718170166016,0.931952,2900.0,-0.00563746131957,0.00723179895431,-6.40284270048e-10,2000
0.0,1.4662156105041504,228.58637809753418,14.6347,797.987266502,14.6863,0.195180106769,83.26365971565247,0.12515616416931152,199.15,2000,0.0,2.68692,0.00401056175178,401.15,1.4554719924926758,38.84334111213684,39.43205714225769,0.068227592503,2.68339,0.925843,534.587951136,2700.0,0.0,57.67987108230591,2741.6121242046356,0.927476,2800.0,-0.00401056185365,0.00648554088548,-1.01863406599e-10,2000
0.0,1.4980528354644775,229.75618886947632,14.5699,799.791271208,14.6935,0.166086732166,85.57183909416199,0.11663222312927246,237.5,2000,0.0,2.68741,0.00630241840554,404.35,1.4708523750305176,38.76846432685852,39.719013929367065,0.0936542776441,2.67896,0.923781,576.397215469,2700.0,-4.71844785466e-16,56.209829807281494,2976.423306465149,0.927696,2900.0,-0.00630241818726,0.00899351015687,2.18278728426e-10,2000
0.0,1.472019910812378,224.7299838066101,14.382,794.943380059,14.543,0.147320955822,81.29564929008484,0.10977792739868164,241.55,2000,0.0,2.67711,0.00476565456484,412.65,1.4253263473510742,39.05241799354553,39.446014642715454,0.0823977614307,2.66598,0.917709,580.35213233,2700.0,2.98023010714e-08,55.421111822128296,3205.909820318222,0.92281,2900.0,-0.0047656558454,0.00660438043997,-1.2805685401e-09,2000
0.0,1.4746053218841553,229.91137385368347,14.1782,897.82100666,14.2439,0.185335702144,80.66314816474915,0.12028908729553223,270.8,2000,0.0,2.65633,0.00438116921578,491.2,1.468693733215332,39.152058362960815,39.992761850357056,0.0900509807678,2.6517,0.911188,621.85799022,2900.0,-1.86264514923e-09,60.620619773864746,3440.755225419998,0.913299,2900.0,-0.00438116956502,0.00895369797945,-3.49245965481e-10,2000
0.0,1.490668773651123,231.05632400512695,13.8786,878.360950862,13.9156,0.189682934976,82.08933353424072,0.12427806854248047,262.4,2000,0.0,2.63301,0.00600005075103,469.8,1.479529619216919,38.95516085624695,40.04586601257324,0.0910026661229,2.63035,0.901532,624.472769623,2800.0,-1.86264603741e-09,60.486961364746094,3676.6189897060394,0.902703,2900.0,-0.00600004941225,0.00834404863417,1.33877620101e-09,2000
0.0,1.4686322212219238,229.25557279586792,13.4767,922.450864545,13.5464,0.222862414026,79.11060452461243,0.12339520454406738,268.5,2000,0.0,2.60612,0.000747997739381,534.05,1.4562351703643799,38.84674024581909,40.117045402526855,0.0660932995077,2.60096,0.888317,615.54670822,2800.0,-1.49011603057e-08,61.602781534194946,3910.7134499549866,0.890588,2900.0,-0.000747997546569,0.0072388635017,1.92812876776e-10,2000
0.0,1.4598820209503174,231.9455759525299,13.5201,895.726910113,13.5822,0.177399991746,79.62232375144958,0.11543965339660645,276.65,2000,0.0,2.60876,0.0038666001783,493.05,1.4723329544067383,38.4612135887146,40.576115131378174,0.0751568365938,2.60417,0.889763,636.733678629,2700.0,-3.72528918824e-09,62.38508629798889,4147.451076030731,0.891785,2800.0,-0.00386660243385,0.00988176930696,-2.2555468604e-09,2000
0.0,1.4450576305389404,228.2701177597046,13.0524,865.543816049,13.0756,0.20046178323,83.49503684043884,0.12837529182434082,291.1,2000,0.0,2.57075,0.00305391609436,479.05,1.445981740951538,38.58637094497681,40.17724370956421,0.0721346883934,2.56897,0.874197,644.430593625,2800.0,3.72528985437e-09,55.967063426971436,4380.696156740189,0.874974,2900.0,-0.00305391405709,0.00660131592304,2.03726813197e-09,2000
0.0,1.447277545928955,227.8752317428589,12.7025,857.646920358,12.7103,0.186867455022,82.23018407821655,0.12102842330932617,274.1,2000,0.0,2.54241,0.0040690593305,477.6,1.4478511810302734,38.58746314048767,40.071189165115356,0.064416663369,2.5418,0.862413,631.655911078,2700.0,3.72529207482e-09,57.349990129470825,4613.258873462677,0.862666,2800.0,-0.00406906101853,0.00573138426989,-1.68802216649e-09,2000
0.0,1.4560739994049072,234.31731939315796,12.3362,870.778259662,12.3453,0.169300940818,83.60653328895569,0.11387825012207031,279.55,2000,0.0,2.51328,-6.98491930962e-10,485.85,1.4531729221343994,39.16960525512695,39.5930278301239,0.0631814754787,2.51254,0.849902,644.75328421,2800.0,3.72529207482e-09,59.442830085754395,4852.148460149765,0.850214,2800.0,3.37604433298e-09,-7.45057837648e-09,2.67755240202e-09,2000
0.0,1.4422969818115234,215.3551642894745,12.33,871.752023227,12.3453,0.168098294354,77.15497016906738,0.10550355911254883,274.85,2000,0.0,2.51328,0.00248573831777,477.9,1.3694260120391846,38.24262475967407,38.05520057678223,0.0596817988139,2.51204,0.84969,636.248754419,2700.0,0.0,52.93536114692688,5072.4323172569275,0.850214,2900.0,-0.00248573860154,0.0084814587608,-2.83762346953e-10,2000
0.0,1.4070346355438232,212.62947535514832,12.1606,891.635282781,12.2173,0.159366470474,76.72644853591919,0.12462472915649414,308.75,2000,0.0,2.50285,0.00325589810382,482.35,1.3606493473052979,37.742607831954956,37.98043656349182,0.0672659273087,2.4982,0.843849,670.401698611,2800.0,3.72529207482e-09,51.059027910232544,5289.509123086929,0.845807,3000.0,-0.0032559002284,0.00609919661656,-2.12457962334e-09,2000
0.0,1.4175913333892822,211.51526951789856,11.8114,965.491745174,11.8816,0.215581115737,75.01214146614075,0.11163926124572754,267.8,2000,0.0,2.47499,0.0048395198537,566.3,1.3762431144714355,37.54585123062134,38.239466190338135,0.0645959262175,2.46906,0.831628,637.168078296,2900.0,0.0,50.85875153541565,5505.706248044968,0.834083,2900.0,-0.00483952369541,0.00896215904504,-3.84170562029e-09,2000
0.0,1.4072668552398682,209.75355553627014,11.4762,834.969123681,11.5425,0.1291648616,75.70970606803894,0.12418866157531738,298.35,2000,0.0,2.44603,0.0072122750571,441.25,1.3768689632415771,37.22205400466919,38.195887088775635,0.0716978455472,2.44027,0.819912,664.155311279,2900.0,-3.72529029846e-09,49.23640179634094,5720.1361882686615,0.822262,2900.0,-0.00721227470785,0.00292630284093,3.49245965481e-10,2000
0.0,1.3875837326049805,214.3083050251007,11.4752,944.149128846,11.4695,0.189855908476,72.18553686141968,0.11739730834960938,321.85,2000,0.0,2.43969,-7.56699591875e-10,521.85,1.3999278545379639,37.30360269546509,38.51482343673706,0.0667508686834,2.44019,0.819881,697.558296847,2700.0,-1.11758780008e-08,56.534027338027954,5939.34182882309,0.819637,2900.0,-9.31322574615e-10,3.72529207482e-09,-1.68802216649e-09,2000
