LossBefore,MeanKL,MinReturn,StdReturn,Perplexity,AverageReturn,Entropy,LossAfter,NumTrajs,AveragePolicyStd,ItrTime,ExplainedVariance,MaxReturn,Time,MaxKL,TotalExecTime
-0.0,0.0,0.0,0.0,14.8902,0.0,2.7007,-0.0,20,0.935103,16.835660934448242,1,0.0,16.83565402030945,0.0,16.732638359069824
-0.0,0.0,0.0,0.0,14.8902,0.0,2.7007,-0.0,20,0.935103,18.345255613327026,1,0.0,35.18608593940735,0.0,18.133148431777954
-0.0,0.0,0.0,0.0,14.8902,0.0,2.7007,-0.0,20,0.935103,18.41530966758728,1,0.0,53.60725116729736,0.0,18.335352182388306
-0.0,0.0,0.0,0.0,14.8902,0.0,2.7007,-0.0,20,0.935103,18.361958026885986,1,0.0,71.97454762458801,0.0,18.300942420959473
-0.0,0.0,0.0,0.0,14.8902,0.0,2.7007,-0.0,20,0.935103,18.578664541244507,1,0.0,90.5709617137909,0.0,18.451167821884155
-0.0,0.0,0.0,0.0,14.8902,0.0,2.7007,-0.0,20,0.935103,19.61185097694397,1,0.0,110.18671941757202,0.0,19.375251293182373
-0.0,0.0,0.0,0.0,14.8902,0.0,2.7007,-0.0,20,0.935103,19.597317695617676,1,0.0,129.78857588768005,0.0,19.488346099853516
