AveragePolicyStd,AverageReturn,ItrTime,LossBefore,StdReturn,Time,Perplexity,MeanKL,Entropy,LossAfter,TotalExecTime,MaxReturn,NumTrajs,MaxKL,MinReturn,ExplainedVariance
0.935103,0.0,16.821003437042236,-0.0,0.0,16.820996522903442,14.8902,0.0,2.7007,-0.0,16.701910734176636,0.0,20,0.0,0.0,1
0.935103,0.0,16.388342142105103,-0.0,0.0,33.21715712547302,14.8902,0.0,2.7007,-0.0,16.25590682029724,0.0,20,0.0,0.0,1
0.935103,0.0,16.192102193832397,-0.0,0.0,49.41870331764221,14.8902,0.0,2.7007,-0.0,16.08515453338623,0.0,20,0.0,0.0,1
0.935103,0.0,17.127142190933228,-0.0,0.0,66.5541079044342,14.8902,0.0,2.7007,-0.0,16.96280789375305,0.0,20,0.0,0.0,1
0.935103,0.0,16.57559037208557,-0.0,0.0,83.14725518226624,14.8902,0.0,2.7007,-0.0,16.51553964614868,0.0,20,0.0,0.0,1
0.935103,0.0,15.7124342918396,-0.0,0.0,98.86990284919739,14.8902,0.0,2.7007,-0.0,15.635443925857544,0.0,20,0.0,0.0,1
0.935103,0.0,14.980007648468018,-0.0,0.0,113.86425518989563,14.8902,0.0,2.7007,-0.0,14.903183221817017,0.0,20,0.0,0.0,1
