LossAfter,AveragePolicyStd,MinReturn,LossBefore,AverageReturn,MaxKL,Perplexity,ItrTime,MaxReturn,ExplainedVariance,TotalExecTime,MeanKL,Entropy,StdReturn,Time,NumTrajs
-0.0259707,0.930467,0.0,0.014616,575.0,0.993979,14.777,12.39765214920044,2700.0,0.0866575425612,12.225228548049927,0.221452,2.69307,660.208300463,12.397645950317383,20
-0.0746886,0.937205,8400.0,-0.0229106,15420.0,0.941536,14.9946,12.0766921043396,20200.0,0.674017986464,11.956348657608032,0.163719,2.70769,3196.34165883,24.479296922683716,20
-0.0169691,0.931881,16200.0,0.00580099,20690.0,1.39643,14.8238,11.969181299209595,22700.0,0.936434796151,11.858912229537964,0.0785646,2.69623,1479.15516427,36.453450202941895,20
-0.04634,0.933201,17100.0,-0.010067,20715.0,1.47748,14.8669,11.785109519958496,22600.0,0.94538871061,11.7266685962677,0.134444,2.69913,1444.74046112,48.258679151535034,20
-0.0527524,0.930962,15000.0,-0.00519196,20080.0,0.702812,14.7922,11.785164833068848,22600.0,0.881544234782,11.730881214141846,0.182577,2.6941,2050.51213115,60.05460262298584,20
-0.0416215,0.929616,16900.0,-0.00383164,19280.0,0.644188,14.7539,11.258643627166748,22300.0,0.895483181792,11.209781885147095,0.149026,2.69151,1544.86245342,71.33860111236572,20
-0.0500034,0.928652,18300.0,-0.024225,21660.0,0.677584,14.7256,11.730074167251587,22900.0,0.962358658692,11.657432794570923,0.0963516,2.68959,1199.74997395,83.0760269165039,20
