Entropy,Time,TotalExecTime,AverageReturn,ItrTime,NumTrajs,Perplexity,MaxReturn,MaxKL,LossAfter,MeanKL,StdReturn,AveragePolicyStd,ExplainedVariance,MinReturn,LossBefore
2.7007,11.016754150390625,10.936310291290283,0.0,11.016762256622314,20,14.8902,0.0,0.0,-0.0,0.0,0.0,0.935103,1,0.0,-0.0
2.7007,21.923416137695312,10.825657844543457,0.0,10.898537397384644,20,14.8902,0.0,0.0,-0.0,0.0,0.0,0.935103,1,0.0,-0.0
2.7007,32.75226926803589,10.769660472869873,0.0,10.823317527770996,20,14.8902,0.0,0.0,-0.0,0.0,0.0,0.935103,1,0.0,-0.0
2.7007,43.42323613166809,10.572994232177734,0.0,10.662647724151611,20,14.8902,0.0,0.0,-0.0,0.0,0.0,0.935103,1,0.0,-0.0
2.7007,53.96250128746033,10.472017526626587,0.0,10.519782781600952,20,14.8902,0.0,0.0,-0.0,0.0,0.0,0.935103,1,0.0,-0.0
2.7007,64.71966075897217,10.703413009643555,0.0,10.750091075897217,20,14.8902,0.0,0.0,-0.0,0.0,0.0,0.935103,1,0.0,-0.0
2.7007,75.26878452301025,10.493225574493408,0.0,10.543787956237793,20,14.8902,0.0,0.0,-0.0,0.0,0.0,0.935103,1,0.0,-0.0
