LossBefore,MaxKL,StdReturn,LossAfter,AverageReturn,Time,ExplainedVariance,AveragePolicyStd,Entropy,TotalExecTime,NumTrajs,MaxReturn,Perplexity,ItrTime,MinReturn,MeanKL
-0.00345704,1.09525,3931.59954726,-0.057151,9705.0,12.125725984573364,0.594166095139,0.949513,2.73374,11.94833779335022,20,15300.0,15.3903,12.125733137130737,0.0,0.244775
-0.0165193,0.0762976,7332.6990256,-0.0234317,11755.0,24.301595211029053,0.722037339672,0.947738,2.73028,12.046518325805664,20,19100.0,15.3372,12.170728921890259,0.0,0.0100391
-0.031548,0.0918967,5761.25854306,-0.0447584,13370.0,36.127787351608276,0.73153131334,0.943827,2.72202,11.785699129104614,20,20400.0,15.211,11.822237968444824,0.0,0.0239648
-0.0292981,0.343807,3373.95909874,-0.0511416,16280.0,47.322476387023926,0.826534297151,0.936437,2.70625,11.155958652496338,20,20100.0,14.973,11.190417289733887,7600.0,0.0522721
-0.00664671,0.264683,5283.60435688,-0.0232782,15245.0,58.839595317840576,0.747201562353,0.929653,2.6916,11.461513996124268,20,20500.0,14.7552,11.509754180908203,200.0,0.0436255
-0.0219142,0.13841,4304.47151228,-0.0351455,16755.0,70.6620888710022,0.867473713779,0.928123,2.68828,11.735722064971924,20,22500.0,14.7063,11.805604934692383,0.0,0.0323421
-0.00861329,0.15158,4126.6784464,-0.0245216,17105.0,82.48862624168396,0.795073790236,0.923039,2.67732,11.760896921157837,20,22800.0,14.546,11.808254718780518,10800.0,0.0334939
