MeanKL,MaxKL,NumTrajs,Perplexity,StdReturn,AveragePolicyStd,AverageReturn,ItrTime,Entropy,LossBefore,MaxReturn,ExplainedVariance,MinReturn,Time,LossAfter,TotalExecTime
0.0839091,0.208795,20,15.3903,2038.25906106,0.949513,1950.0,8.222912073135376,2.73374,-0.00805906,8400.0,0.161017722859,200.0,8.222907543182373,-0.0236769,8.150288343429565
0.14017,0.723751,20,15.2668,5566.44186173,0.945733,11415.0,8.15998387336731,2.72568,-0.0216628,20300.0,0.724648718519,2400.0,16.391925573349,-0.0484367,8.073875427246094
0.0287049,0.107143,20,15.1023,4545.26126862,0.940516,16160.0,8.04883885383606,2.71485,-0.000612117,22200.0,0.784675745972,1100.0,24.44522213935852,-0.0138828,7.982424259185791
0.0962923,0.342532,20,15.0977,3024.96280969,0.940356,17060.0,8.345687866210938,2.71454,-0.0116903,20900.0,0.762563706797,10400.0,32.8038215637207,-0.0360327,8.268458604812622
0.229914,0.917051,20,15.0097,7537.07337101,0.93761,14295.0,8.027958869934082,2.7087,-0.0264473,22500.0,0.747030820475,800.0,40.84542965888977,-0.0768851,7.943721771240234
0.178895,1.4236,20,14.8125,6108.96677025,0.931398,13705.0,7.949371337890625,2.69547,-0.0163803,21400.0,0.670428799661,0.0,48.822896003723145,-0.0695832,7.90005087852478
0.100854,0.412438,20,14.6917,7287.77057817,0.9276,15680.0,7.860616445541382,2.68728,0.0118643,22700.0,0.812830581145,0.0,56.70094299316406,-0.020345,7.818708181381226
