LossAfter,ExplainedVariance,Time,ItrTime,MeanKL,NumTrajs,TotalExecTime,AverageReturn,Perplexity,MaxKL,AveragePolicyStd,MaxReturn,LossBefore,Entropy,MinReturn,StdReturn
-0.0848786,0.39193945945,10.894798994064331,10.894804954528809,0.43962,20,10.804373502731323,6255.0,17.1557,1.24103,1.00326,10700.0,-0.00693751,2.84233,0.0,3389.17025244
-0.0,1,21.60795307159424,10.702379941940308,0.0,20,10.623799800872803,0.0,17.0371,0.0,0.999579,0.0,-0.0,2.83539,0.0,0.0
-0.0,1,32.03621053695679,10.424285173416138,0.0,20,10.378834009170532,0.0,17.0371,0.0,0.999579,0.0,-0.0,2.83539,0.0,0.0
-0.0,1,42.77288460731506,10.733109712600708,0.0,20,10.684824466705322,0.0,17.0371,0.0,0.999579,0.0,-0.0,2.83539,0.0,0.0
-0.0,1,53.56903696060181,10.792372703552246,0.0,20,10.729352951049805,0.0,17.0371,0.0,0.999579,0.0,-0.0,2.83539,0.0,0.0
-0.0,1,64.01435923576355,10.438110113143921,0.0,20,10.318683385848999,0.0,17.0371,0.0,0.999579,0.0,-0.0,2.83539,0.0,0.0
-0.0,1,74.54608225822449,10.506883382797241,0.0,20,10.463896751403809,0.0,17.0371,0.0,0.999579,0.0,-0.0,2.83539,0.0,0.0
