AveragePolicyStd,AverageReturn,StdReturn,MeanKL,MaxKL,ItrTime,LossBefore,NumTrajs,TotalExecTime,MaxReturn,LossAfter,MinReturn,Time,ExplainedVariance,Entropy,Perplexity
1.12957,855.0,1396.95203926,0.00645772,2.88942,11.333869934082031,-0.0099588,20,11.239821672439575,4700.0,-0.0142102,0.0,11.33386754989624,0.423041590398,3.08155,21.7921
1.12396,1000.0,1215.73023323,0.00328301,0.508016,10.650805473327637,-0.00476508,20,10.580306768417358,4600.0,-0.00798246,0.0,21.990038871765137,0.440897211392,3.07159,21.5762
1.12262,1185.0,970.193279713,0.00958398,2.29636,11.319041728973389,-0.00909471,20,11.240082263946533,3800.0,-0.0167517,0.0,33.315810203552246,0.603398394853,3.06921,21.5248
1.12007,865.0,902.925799831,0.00233354,0.214281,11.123388290405273,-0.00776451,20,11.061366081237793,3200.0,-0.00988641,0.0,44.44584059715271,0.544475567283,3.06466,21.4272
1.11791,1440.0,1128.00709218,0.00140481,0.0528219,11.593686819076538,0.00318638,20,11.50287413597107,3700.0,0.000917444,0.0,56.04486536979675,0.468711243282,3.06078,21.3441
1.11879,1580.0,1311.33519742,0.0132511,0.946352,11.631079912185669,0.0102062,20,11.53273892402649,4700.0,0.00366548,0.0,67.68005657196045,0.41325096309,3.06237,21.3782
1.12165,1780.0,1981.56503804,0.0103207,0.278696,12.80609130859375,0.0147192,20,12.75701093673706,7300.0,0.00963022,0.0,80.4949426651001,0.598084167797,3.06747,21.4876
