AverageReturn,LossAfter,MinReturn,MaxKL,ItrTime,Perplexity,ExplainedVariance,NumTrajs,TotalExecTime,Entropy,StdReturn,AveragePolicyStd,MeanKL,LossBefore,MaxReturn,Time
90.0,0.349459,0.0,3877.09,9.034467458724976,17.1021,0.356842880872,20,8.9380464553833,2.8392,271.845544381,1.00066,33.6723,0.00496537,1200.0,9.03446364402771
75.0,-0.0139339,0.0,3.08146,9.02868390083313,17.1872,0.23528599933,20,8.948930501937866,2.84417,326.917420766,1.00318,0.0529276,-0.0099861,1500.0,18.068001747131348
105.0,-0.00807017,0.0,22.1515,8.868617534637451,17.1016,0.245777728699,20,8.825214147567749,2.83917,288.920404264,1.00067,0.722167,0.00967268,1200.0,26.9427433013916
30.0,-0.0159395,0.0,3.41882,9.154826641082764,17.1845,0.364644881436,20,9.080491781234741,2.84401,130.766968306,1.00315,0.0196509,-0.0112817,600.0,36.101279735565186
0.0,-0.0,0.0,0.0,9.054377317428589,17.0879,1,20,8.987726926803589,2.83837,0.0,1.00028,0.0,-0.0,0.0,45.17174053192139
225.0,4.46747,0.0,3760.87,8.890259265899658,17.0879,0.206020388347,20,8.834108829498291,2.83837,591.502324594,1.00028,38.9741,0.0244662,2600.0,54.08218026161194
75.0,0.0217344,0.0,44.4621,8.748019695281982,17.2982,0.310254237557,20,8.688555002212524,2.8506,250.748878362,1.00641,0.41928,0.00341138,1100.0,62.83961296081543
