MinReturn,Entropy,NumTrajs,StdReturn,AverageReturn,ExplainedVariance,Perplexity,TotalExecTime,Time,MaxKL,LossBefore,MaxReturn,ItrTime,AveragePolicyStd,MeanKL,LossAfter
0.0,2.84233,20,4128.06249953,1710.0,0.744727124063,17.1557,10.76962423324585,10.853212833404541,0.121279,0.016516,12800.0,10.853217840194702,1.00326,0.0324783,0.00782675
0.0,2.85885,20,7092.49427212,2345.0,0.805465524705,17.4414,10.58441710472107,21.542775869369507,0.0233241,0.00414544,26300.0,10.68347716331482,1.01152,0.00490616,0.00172221
0.0,2.86092,20,10475.6336324,5190.0,0.837793887136,17.4776,10.375638723373413,31.963468313217163,0.106118,0.00388679,29400.0,10.411657094955444,1.01276,0.0236917,-0.00811946
0.0,2.86286,20,12579.8439974,21155.0,0.844629398679,17.5116,10.705167055130005,42.708319902420044,0.245275,-0.00870107,35900.0,10.739912033081055,1.01366,0.0685817,-0.0279555
24800.0,2.85851,20,3348.17487596,29615.0,0.742389113238,17.4356,10.689315557479858,53.47286534309387,0.182676,-0.00436292,36700.0,10.759212255477905,1.01154,0.126921,-0.0249246
18000.0,2.85633,20,3296.58535458,23595.0,0.743030263599,17.3976,10.613407135009766,64.168044090271,0.531701,-0.00993062,32900.0,10.691127061843872,1.01045,0.287035,-0.078034
0.0,2.85136,20,4149.37043417,5365.0,0.295911920079,17.3114,10.573416709899902,74.78518629074097,0.343069,0.00382356,14900.0,10.612688541412354,1.008,0.165725,-0.0396013
