MinReturn,TotalExecTime,ExplainedVariance,AverageReturn,ItrTime,LossBefore,StdReturn,NumTrajs,AveragePolicyStd,MaxReturn,Perplexity,LossAfter,Time,MeanKL,MaxKL,Entropy
0.0,16.4707670211792,0.283638511928,50.0,16.716496229171753,-0.00206865,153.297097168,20,1.00066,600.0,17.1021,-0.0655725,16.7164888381958,1.27993,145.656,2.8392
0.0,17.171980619430542,1,0.0,17.508179187774658,-0.0,0.0,20,0.999655,0.0,17.0667,-0.0,34.2415828704834,0.0,0.0,2.83713
0.0,15.900261878967285,0.295259846356,55.0,16.202041387557983,0.0335372,165.755844543,20,0.999655,600.0,17.0667,1.30182,50.46346116065979,10.2742,1061.27,2.83713
0.0,16.941792011260986,0.110368249539,55.0,17.192830801010132,0.017314,165.755844543,20,1.0081,600.0,17.3554,0.0441225,67.68496775627136,0.372989,34.2978,2.8539
0.0,16.75286102294922,0.166550344979,50.0,16.90313720703125,0.0276413,156.524758425,20,1.01245,700.0,17.5062,0.151528,84.5922634601593,0.986239,101.411,2.86256
0.0,16.220934629440308,0.0757646437065,50.0,16.335203409194946,0.0307445,217.944947177,20,1.01945,1000.0,17.7499,0.0293362,100.94913601875305,0.00047425,0.0162807,2.87638
0.0,17.1369366645813,1,0.0,17.28100895881653,-0.0,0.0,20,1.02732,0.0,18.0248,-0.0,118.2551064491272,0.0,0.0,2.89175
