0PolicyExecTime,0AverageReturn,dLoss,0EnvExecTime,1MinReturn,0AveragePolicyStd,1ProcessExecTime,1PolicyExecTime,0Entropy,0ExplainedVariance,1StdReturn,LossBefore,MeanKL,ComputeUpdatedDistTime,1AverageReturn,0Perplexity,0MaxReturn,0MinReturn,1Perplexity,0ProcessExecTime,0NumTrajs,1MaxReturn,1Entropy,ItrTime,1ExplainedVariance,MeanKLBefore,LossAfter,0StdReturn,Time,1NumTrajs,1AveragePolicyStd,1EnvExecTime
27.331056356430054,8.0,0.00423243653495,21.153691291809082,0.0,1.0,0.9483144283294678,46.67080807685852,2.83788,0.0384275272563,129.743978666,1.16415321827e-10,0.00816626287997,0.9153375625610352,23.0,17.0795,1600.0,0.0,17.1031,0.9478003978729248,1600,1600.0,2.83926,125.0372040271759,0.104767137108,-2.91037107608e-11,-0.00423243641853,82.8311535595,125.03719902038574,1600,1.00069,21.767181158065796
33.04545712471008,8.25,0.00576268992154,21.556653022766113,0.0,0.987705,0.9295990467071533,43.47068762779236,2.81313,0.0406968519078,226.377510685,1.7462298274e-10,0.00716091226786,0.09726428985595703,55.3125,16.6621,1400.0,0.0,16.6469,0.9615886211395264,1600,1900.0,2.81223,125.7498939037323,0.184245768606,2.09547490471e-09,-0.00576268974692,73.9556454911,253.7721712589264,1600,0.987262,21.344552040100098
33.84291863441467,23.25,0.00699852040998,21.40689778327942,0.0,0.984311,0.9466791152954102,42.96411943435669,2.80614,0.0601706760973,374.375396494,1.46246748045e-09,0.00839550513774,0.0868673324584961,133.25,16.5459,1800.0,0.0,16.4872,0.9668540954589844,1600,2400.0,2.80259,126.37876272201538,0.273207988564,1.51339951682e-09,-0.00699851894751,145.161763216,383.4288008213043,1600,0.982543,21.57414412498474
34.43001842498779,23.4375,0.00743388512637,21.673401355743408,0.0,0.977425,0.9676477909088135,44.58163046836853,2.79203,0.0595327926048,457.771260941,3.49245965481e-10,0.00877297669649,0.08629274368286133,201.3125,16.3141,1900.0,0.0,16.2898,0.9792430400848389,1600,2400.0,2.79054,128.87306022644043,0.304770499635,3.51573881119e-08,-0.00743388477713,144.808264936,515.364405632019,1600,0.976726,21.830297231674194
33.31469655036926,23.4375,0.00806951883715,21.497856616973877,0.0,0.968596,0.9464797973632812,43.24731779098511,2.77406,0.0461928970896,561.688915237,-1.04773789644e-09,0.00768355885521,0.11047577857971191,283.25,16.0236,1700.0,0.0,15.9993,0.964470386505127,1600,2400.0,2.77255,126.3761785030365,0.380614316433,2.32830155156e-09,-0.00806951988488,139.890791669,644.7804741859436,1600,0.967865,21.64997363090515
33.79259729385376,34.0,0.00701881130226,21.46200180053711,0.0,0.959305,0.927910566329956,41.83817505836487,2.75478,0.0611740835056,695.467892748,-6.98491930962e-10,0.00728378817439,0.11080241203308105,415.1875,15.7176,1800.0,0.0,15.7667,0.9624526500701904,1600,2500.0,2.7579,125.03502440452576,0.488584894842,2.79396505931e-09,-0.00701881200075,176.759723919,773.2963948249817,1600,0.960805,21.489954948425293
35.34518814086914,34.6875,0.00854602950858,21.64778423309326,0.0,0.949895,0.9938473701477051,46.377116680145264,2.73505,0.0575202256184,710.59514834,1.22236087918e-09,0.00802960339934,0.10441970825195312,458.1875,15.4106,1700.0,0.0,15.3856,0.9769141674041748,1600,2700.0,2.73343,132.5875267982483,0.485531803831,2.14204227689e-08,-0.00854602828622,180.424575221,908.9440121650696,1600,0.949145,22.68372392654419
38.090415954589844,31.375,0.00878427260614,22.443339586257935,0.0,0.941082,1.0159657001495361,49.4232394695282,2.71642,0.0452792563345,733.223232443,-1.01863406599e-10,0.0067325597629,0.35106444358825684,558.4375,15.126,1800.0,0.0,15.0126,1.0340726375579834,1600,2500.0,2.70889,139.98027157783508,0.49308202172,3.72529385118e-09,-0.008784272708,171.910178218,1052.2474944591522,1600,0.937547,23.029391288757324
38.035630226135254,33.3125,0.00907568360708,22.73469829559326,0.0,0.928869,1.0270304679870605,53.422165870666504,2.6903,0.0485379789099,842.043496501,-2.72848410532e-09,0.00720786908641,0.1074826717376709,774.5,14.736,1400.0,0.0,14.7478,1.0280258655548096,1600,2800.0,2.6911,144.16124081611633,0.524080372622,1.11022302463e-16,-0.00907568633556,165.292248287,1199.8338944911957,1600,0.929252,23.154115438461304
35.37706542015076,38.3125,0.00716251600534,22.380233764648438,0.0,0.910434,1.025376319885254,53.30338644981384,2.65015,0.0519997241126,948.933612009,1.86264514923e-09,0.00658520450816,0.10757279396057129,835.0,14.1561,1800.0,0.0,14.0515,1.0325720310211182,1600,2800.0,2.64273,141.11817717552185,0.526531319785,5.55111512313e-17,-0.00716251414269,181.144700016,1344.3902742862701,1600,0.907075,23.256731271743774
37.38163709640503,50.0625,0.00950309814652,22.64172339439392,0.0,0.897863,0.9992043972015381,50.90637969970703,2.62232,0.0716562254945,951.043169039,1.80443748832e-09,0.0093669174239,0.09888505935668945,992.625,13.7676,1900.0,0.0,13.7471,1.0592372417449951,1600,2800.0,2.62083,140.29679226875305,0.522132957165,1.86264381696e-09,-0.00950309634209,222.092314351,1488.0011532306671,1600,0.897196,22.632043600082397
36.323805809020996,42.8125,0.00937061928562,22.532214164733887,0.0,0.874302,1.0069754123687744,51.02188563346863,2.56913,0.051736363673,964.359322215,1.71712599695e-09,0.00689691817388,0.11163473129272461,973.6875,13.0545,1700.0,0.0,13.1045,1.0416548252105713,1600,2800.0,2.57296,139.39536666870117,0.519287197973,-1.67638098958e-08,-0.00937061756849,191.861512148,1630.850929737091,1600,0.87598,22.713002920150757
