MaxKL,Time,StdReturn,TotalExecTime,NumTrajs,AveragePolicyStd,LossAfter,AverageReturn,ItrTime,LossBefore,Perplexity,MeanKL,Entropy,MinReturn,MaxReturn,ExplainedVariance
0.413912,33.273144006729126,43.5889894354,32.914830684661865,20,0.956152,-0.0127504,10.0,33.27315044403076,-0.000743918,15.613,0.0348057,2.7481,0.0,200.0,0.111537545185
0.470754,66.49721503257751,330.0,32.90909004211426,20,0.955824,-0.0180499,90.0,33.209556579589844,-0.000250002,15.6014,0.0473285,2.74736,0.0,1500.0,0.253328515544
0.0199487,99.28749346733093,612.454079911,32.583471059799194,20,0.955825,-0.00841071,430.0,32.77094030380249,-0.00655906,15.5994,0.00365766,2.74723,0.0,1800.0,0.425249647615
0.55317,133.34048223495483,1141.7530381,33.787609815597534,20,0.954255,-0.00854343,880.0,34.025609254837036,0.0077637,15.5484,0.118377,2.74396,0.0,3100.0,0.32050127885
0.0435769,167.60569047927856,4390.78580666,34.00845170021057,20,0.956045,-0.00954827,1400.0,34.2400689125061,-0.0073334,15.6088,0.00754392,2.74784,0.0,19500.0,0.388653394891
0.0192266,200.45394134521484,9461.91841013,32.618825912475586,20,0.954266,-0.0148017,3790.0,32.8267502784729,-0.0134948,15.5517,0.00332253,2.74417,0.0,39900.0,0.373293315268
0.0424245,233.00204944610596,457.684389072,32.314446210861206,20,0.951077,-0.00595606,105.0,32.50664186477661,-0.000994049,15.4471,0.00528777,2.73742,0.0,2100.0,0.226819265389
