MaxReturn,TotalExecTime,Perplexity,AveragePolicyStd,MaxKL,Time,LossBefore,MinReturn,ItrTime,MeanKL,Entropy,StdReturn,AverageReturn,NumTrajs,ExplainedVariance,LossAfter
200.0,16.417099237442017,17.0561,0.999438,0.856418,16.68122959136963,-0.00631418,0.0,16.68123483657837,0.00708843,2.83651,43.5889894354,10.0,20,0.0523969395436,-0.00751792
1200.0,16.13702154159546,16.9488,0.996427,0.99472,33.119988441467285,0.00806474,0.0,16.417250871658325,0.0084086,2.8302,391.02429592,190.0,20,0.1853531181,0.00800915
900.0,16.3507981300354,17.0173,0.998464,0.641389,49.66030025482178,0.0094469,0.0,16.52143955230713,0.00302257,2.83423,196.150452459,45.0,20,0.233913914006,0.0074337
100.0,16.657297611236572,17.0978,1.00085,0.00327698,66.54942965507507,-0.0149414,0.0,16.854699850082397,0.00029333,2.83895,21.7944947177,5.0,20,0.0727057693449,-0.0160843
1300.0,17.01338791847229,16.9706,0.997085,0.0518242,83.85599327087402,0.00391743,0.0,17.27945041656494,0.000348302,2.83148,313.80726569,105.0,20,0.213857388199,0.00332604
1100.0,16.737101793289185,17.0039,0.998105,0.00290225,100.82726240158081,0.00695251,0.0,16.95460295677185,0.000270353,2.83344,241.402154091,65.0,20,0.136049832877,0.00610152
500.0,14.814731121063232,17.0631,0.999854,0.00573993,115.82556104660034,-0.00668028,0.0,14.962480783462524,0.000183011,2.83692,120.312094155,45.0,20,0.105667319775,-0.00742476
