Entropy,AverageReturn,StdReturn,NumTrajs,Perplexity,TotalExecTime,MinReturn,LossBefore,AveragePolicyStd,MaxReturn,LossAfter,MeanKL,ExplainedVariance,ItrTime,Time,MaxKL
2.45436,25335.0,6446.02784667,20,11.639,10.77343201637268,0.0,-0.0197233,0.827472,31800.0,-0.0887148,0.397264,0.719532071627,10.84007978439331,10.840074300765991,1.16538
2.43464,27165.0,4569.93161874,20,11.4117,10.353586912155151,18400.0,0.0020983,0.819166,34800.0,-0.148959,0.763704,0.666087887212,10.450812816619873,21.29559636116028,1.57213
2.43569,30245.0,10359.3182691,20,11.4237,10.516376495361328,0.0,-0.020435,0.819687,37000.0,-0.0341294,0.0411969,0.829519747235,10.542991876602173,31.842156887054443,0.105427
2.42547,37810.0,1198.70763742,20,11.3075,10.4377920627594,34800.0,-0.00593911,0.815379,39600.0,-0.0103577,0.00985865,0.954762877739,10.490346908569336,42.335933208465576,0.0387519
2.4225,38440.0,1196.41130052,20,11.274,10.2518150806427,36200.0,-0.0141494,0.814014,40200.0,-0.0187751,0.00858943,0.957360284416,10.286037921905518,52.626439571380615,0.0346044
2.41542,38930.0,981.885940423,20,11.1945,10.485599279403687,37200.0,-0.0147223,0.811053,40400.0,-0.0211808,0.027647,0.969358712147,10.530417203903198,63.16452217102051,0.0549692
2.40806,39345.0,693.163039984,20,11.1124,10.545583724975586,38000.0,-0.00253838,0.80812,40600.0,-0.00634056,0.00933634,0.978429399035,10.587596416473389,73.75599932670593,0.0535099
