MinReturn,AveragePolicyStd,Perplexity,MeanKL,TotalExecTime,StdReturn,AverageReturn,Entropy,MaxReturn,ItrTime,LossAfter,NumTrajs,ExplainedVariance,MaxKL,Time,LossBefore
0.0,0.609708,6.20679,2.77424,16.318180084228516,295.619688113,53.0,1.82564,2200.0,16.418896913528442,0.110749,200,0.381546493904,21.1916,16.418894052505493,-0.0084731
0.0,0.607859,6.15442,0.259171,13.062392711639404,999.42533488,793.0,1.81717,2700.0,13.162233114242554,-0.0423718,200,0.703929478214,2.19117,29.58424663543701,0.000739653
0.0,0.607741,6.15669,0.427662,12.957521915435791,1234.19761384,1062.5,1.81754,3000.0,13.030475378036499,-0.0700447,200,0.811903024383,3.00761,42.618775367736816,-0.00759323
0.0,0.606671,6.13336,0.430332,13.522822856903076,1111.29609016,1011.0,1.81374,2700.0,13.592784404754639,-0.0961019,200,0.795759977464,4.11805,56.21797585487366,-0.0029335
0.0,0.605684,6.12437,0.412678,25.51389765739441,1258.2502732,1172.5,1.81228,2900.0,25.641422748565674,-0.0752278,200,0.81365267069,6.29968,81.86817717552185,0.00922309
0.0,0.606873,6.15268,0.243615,15.852441549301147,1236.92916127,992.5,1.81689,2900.0,15.948293924331665,-0.0866749,200,0.776646413163,6.0804,97.81921362876892,-0.0126727
0.0,0.604726,6.11382,0.0926172,17.55630660057068,1270.50767412,1260.5,1.81055,3000.0,17.647669553756714,-0.0405034,200,0.783157721361,0.941158,115.47143268585205,-0.0182833
