MeanKL,LossAfter,LossBefore,MaxKL,NumTrajs,Entropy,TotalExecTime,ItrTime,AverageReturn,ExplainedVariance,Perplexity,MinReturn,MaxReturn,AveragePolicyStd,StdReturn,Time
0.706769,-0.0945357,0.00966556,1.23414,20,2.56857,11.050636291503906,11.142611503601074,4760.0,0.315403908317,13.0471,1400.0,8400.0,0.87453,1671.04757562,11.142610311508179
0.202662,-0.050819,-0.00476758,0.438005,20,2.57824,11.212964534759521,11.291508197784424,17380.0,0.863944516425,13.1739,13400.0,20800.0,0.879215,1963.8228026,22.43779706954956
0.193517,-0.0746349,-0.0246317,0.59229,20,2.57585,11.517658710479736,11.648219108581543,15070.0,0.770094168597,13.1425,10100.0,19300.0,0.87814,2102.16555009,34.091373682022095
0.13494,-0.0509933,-0.0205127,0.237817,20,2.56354,11.598731517791748,11.698272943496704,16680.0,0.855231617344,12.9816,12800.0,19700.0,0.872518,1774.99295773,45.80292630195618
0.0833171,-0.054633,-0.0339527,0.117781,20,2.55328,11.565504312515259,11.674262523651123,19090.0,0.93183197078,12.8492,15700.0,20800.0,0.868093,1343.09344425,57.482569217681885
0.204193,-0.0565612,-0.0157509,0.472764,20,2.5363,11.357414245605469,11.402167558670044,18460.0,0.948221632347,12.6329,16400.0,20200.0,0.860676,969.742233792,68.89466333389282
0.283849,-0.0678756,-0.00721839,0.46641,20,2.52843,11.550023317337036,11.634182691574097,16385.0,0.818302419888,12.5338,12100.0,21000.0,0.857078,2190.952989,80.53546667098999
