AveragePolicyStd,MeanKL,NumTrajs,ItrTime,AverageReturn,LossAfter,LossBefore,MaxKL,TotalExecTime,MinReturn,Perplexity,ExplainedVariance,MaxReturn,Entropy,Time,StdReturn
0.982009,0.493028,40,7.32257342338562,265.0,-0.0313085,0.0280872,47.9926,7.24458646774292,0.0,16.3558,0.0565811758222,1400.0,2.79458,7.3225672245025635,315.079355084
0.994159,0.174982,40,7.440054893493652,1595.0,-0.0355296,0.000529228,26.0384,7.37531304359436,200.0,16.8217,0.443506197628,3100.0,2.82267,14.766471147537231,633.225868076
0.994685,0.0606191,40,7.9646923542022705,2407.5,-0.0550334,-0.0249557,1.09678,7.922380208969116,700.0,16.8262,0.552715331455,3800.0,2.82293,22.74254298210144,672.453529993
0.988839,0.0413551,40,7.494176626205444,3062.5,-0.0574726,-0.0352076,0.9123,7.395415782928467,800.0,16.6175,0.563886540631,5200.0,2.81046,30.24003267288208,1049.68745348
0.979757,0.247469,40,7.169917583465576,3120.0,-0.0700191,-0.011481,22.0107,7.062172174453735,1200.0,16.3276,0.642652590414,4900.0,2.79285,37.4158091545105,965.971014058
0.976762,0.105405,40,7.611452102661133,2900.0,-0.0553369,-0.0247285,3.77724,7.567349910736084,700.0,16.2341,0.614023862208,5400.0,2.78711,45.03204822540283,1355.17526542
0.97028,0.134276,40,7.462278604507446,3612.5,-0.0430266,-0.00833879,19.9435,7.345682144165039,700.0,16.0346,0.628584763775,5800.0,2.77475,52.50144839286804,1341.30300454
