1MaxReturn,LossBefore,1EnvExecTime,1AverageReturn,1ProcessExecTime,MeanKLBefore,0MinReturn,0ExplainedVariance,LossAfter,MeanKL,0PolicyExecTime,0StdReturn,0EnvExecTime,0AveragePolicyStd,0Perplexity,1ExplainedVariance,1AveragePolicyStd,0NumTrajs,dLoss,1StdReturn,0Entropy,ItrTime,0MaxReturn,1Entropy,ComputeUpdatedDistTime,Time,1PolicyExecTime,1NumTrajs,1Perplexity,1MinReturn,0ProcessExecTime,0AverageReturn
35700.0,-1.01863406599e-10,75.99366593360901,5826.25,2.0201244354248047,6.61239107913e-09,0.0,0.0430987252459,-0.00391340674832,0.00678691733629,10.976783752441406,3477.65825485,39.72261333465576,0.978371,16.3486,0.107251234893,0.979171,400,0.00391340664646,7901.27432365,2.79414,203.96377801895142,25700.0,2.79573,0.3623957633972168,7017.19958782196,66.62129473686218,400,16.3745,0.0,1.1719756126403809,1604.25
29100.0,9.89530124507e-11,75.01097464561462,7386.25,2.002768039703369,1.86264420554e-10,0.0,0.0230438197525,-0.00370966247283,0.00653990358114,10.944247007369995,5724.71342077,38.71415066719055,0.981297,16.4466,0.117502838461,0.983538,400,0.00370966257178,8408.92002207,2.80012,201.42882204055786,29200.0,2.80463,0.3426060676574707,7219.315073013306,66.16452479362488,400,16.5209,0.0,1.1577913761138916,2967.5
32000.0,-1.24637145049e-09,75.1904125213623,8109.75,1.9949841499328613,-2.74739075934e-09,0.0,0.0386647593412,-0.00534876994789,0.0067253857851,10.766093730926514,3812.08564142,38.48592805862427,0.981233,16.4444,0.328329042667,0.984088,400,0.00534876870152,8872.27028091,2.79999,201.49995875358582,22100.0,2.80575,0.3708076477050781,7420.823609113693,66.35763454437256,400,16.5395,0.0,1.1614980697631836,1535.75
34400.0,3.98722443951e-10,72.24624490737915,7601.5,1.965982437133789,5.12227904537e-09,0.0,0.0587921540797,-0.00449208263308,0.00877912621945,10.834389209747314,4734.88120231,38.23865246772766,0.978935,16.3673,0.238129288283,0.979815,400,0.0044920830318,8731.02787477,2.79528,197.33313393592834,24400.0,2.79702,0.3295314311981201,7618.780158758163,65.58795475959778,400,16.3957,0.0,1.149526596069336,2230.0
35400.0,2.05473060788e-09,72.63082075119019,9026.75,1.941143274307251,2.56113952268e-09,0.0,0.0421130527124,-0.00408589094877,0.00700257671997,11.506165266036987,4326.83613481,42.52912211418152,0.979194,16.376,0.119924443733,0.9809,400,0.0040858930035,10048.8013931,2.79581,203.20025992393494,28800.0,2.79926,0.3426518440246582,7821.992036819458,65.96066927909851,400,16.4325,0.0,1.1893012523651123,1716.25
36900.0,-9.3132279666e-11,75.60343217849731,4004.25,2.0056934356689453,-2.09547579288e-09,0.0,0.0115275151601,-0.00481547042727,0.00883143674582,11.286924600601196,4986.30374125,41.21586751937866,0.979196,16.3762,0.110578126907,0.9796,400,0.00481547033414,9191.05853194,2.79583,205.35055565834045,26700.0,2.79662,0.32535672187805176,8028.044002056122,66.65385174751282,400,16.3891,0.0,1.213221549987793,1675.0
32200.0,5.13682596459e-10,75.15241742134094,3896.75,1.9825239181518555,-6.10016748226e-09,0.0,0.0324672970437,-0.00472378451377,0.00912271440029,10.551501512527466,5048.9040333,36.8151319026947,0.984392,16.5502,0.0494473123364,0.985786,400,0.00472378502745,7108.23919389,2.8064,199.26080703735352,22800.0,2.80918,0.36430907249450684,8227.317326545715,66.30193853378296,400,16.5963,0.0,1.07822585105896,2554.25
32000.0,1.25146448759e-10,74.95968198776245,6534.5,2.0702662467956543,8.49832382244e-09,0.0,0.0214324548612,-0.00498356577009,0.00927136559039,10.900419235229492,5543.72829759,38.96420431137085,0.98436,16.5493,0.109499070492,0.984737,400,0.00498356589524,8806.16316849,2.80634,202.74319791793823,31400.0,2.80706,0.3273897171020508,8430.813303470612,67.33179330825806,400,16.5611,0.0,1.1593453884124756,2498.75
37400.0,2.04599936993e-09,71.69233465194702,7772.25,1.923534870147705,-9.3132319634e-09,0.0,0.0228970711843,-0.00377726973966,0.00713135581464,10.672332286834717,5487.12855235,37.976752281188965,0.983188,16.5099,0.104383379702,0.983643,400,0.00377727178566,10551.002556,2.80396,196.35533547401428,28800.0,2.80484,0.3249547481536865,8627.179731845856,65.52503657341003,400,16.5244,0.0,1.1204204559326172,2304.5
33900.0,-7.68341057444e-10,75.90242743492126,8115.25,2.0019938945770264,3.30619598365e-09,0.0,0.045427563842,-0.00545816123486,0.00936641916633,11.4339919090271,5865.75125197,40.7430956363678,0.981884,16.4662,0.175796848833,0.983698,400,0.00545816046651,9563.00122543,2.80131,205.54803204536438,28800.0,2.80496,0.34856748580932617,8833.418876171112,66.91278862953186,400,16.5264,0.0,1.186873435974121,3196.5
29600.0,-1.22236096245e-10,74.8192811012268,6209.0,2.04048752784729,3.09664760501e-09,0.0,0.01634698462,-0.00364579819143,0.00887166615576,10.948166608810425,4260.02109737,39.52060866355896,0.984302,16.5459,0.163455222744,0.985188,400,0.00364579806919,8731.56165872,2.80614,202.56580090522766,27600.0,2.80788,0.32739877700805664,9035.990479707718,66.68380689620972,400,16.5747,0.0,1.1849324703216553,1654.5
37500.0,1.01863406599e-09,75.1553041934967,7953.25,2.0340282917022705,-8.26550217159e-10,0.0,0.025744039435,-0.00496800197288,0.00951605476439,11.594834804534912,4013.36883896,41.955864667892456,0.985906,16.5998,0.172274845466,0.986062,400,0.00496800299152,10728.8321563,2.80939,206.07548332214355,24800.0,2.80964,0.3443620204925537,9242.73012804985,66.66880965232849,400,16.6039,0.0,1.2966516017913818,2093.25
