0Perplexity,1AveragePolicyStd,Time,1Entropy,1MaxReturn,0Entropy,0NumTrajs,1StdReturn,MeanKLBefore,1ProcessExecTime,MeanKL,1PolicyExecTime,0AveragePolicyStd,1NumTrajs,0ProcessExecTime,dLoss,ComputeUpdatedDistTime,LossAfter,1MinReturn,1AverageReturn,0EnvExecTime,0MaxReturn,1Perplexity,0MinReturn,ItrTime,0AverageReturn,0StdReturn,0ExplainedVariance,1ExplainedVariance,0PolicyExecTime,LossBefore,1EnvExecTime
16.6456,0.987853,4967.395230770111,2.81333,20400.0,2.81215,400,5984.59835223,-2.65426924884e-09,0.9107222557067871,0.00781125063077,29.202823400497437,0.987232,400,0.8901867866516113,0.00442345099145,0.3124275207519531,-0.00442345021293,0.0,5897.25,27.691375494003296,18500.0,16.6654,0.0,101.29977941513062,1639.75,2691.16980837,0.0309354665041,0.117238546294,7.515329837799072,7.78527520229e-10,27.980164527893066
16.6402,0.988206,5068.480058670044,2.81402,20200.0,2.81182,400,5345.34829899,1.34343336455e-08,0.9770944118499756,0.00920436065644,30.22062110900879,0.987084,400,0.9521799087524414,0.00444074344705,0.3754706382751465,-0.00444074347615,0.0,5368.75,27.484355211257935,21100.0,16.6768,0.0,101.07953763008118,3029.5,4365.30408448,0.0489629511232,0.117303613611,7.448826313018799,-2.91038443345e-11,28.61093521118164
16.7584,0.989524,5171.481811285019,2.81661,20700.0,2.8189,400,5716.77767081,-1.2340025668e-09,0.8969757556915283,0.00982484966516,30.442131519317627,0.990664,400,0.9999635219573975,0.0048635037645,0.3517622947692871,-0.00486350338906,0.0,5764.25,28.12800145149231,16700.0,16.7201,0.0,102.1778039932251,3280.75,4282.61654103,0.0545148800969,0.148741354811,8.032477855682373,3.7543940179e-10,28.146647930145264
16.5961,0.987366,5273.634795427322,2.81221,20000.0,2.80917,400,5644.12680913,2.40980146948e-09,0.958214282989502,0.00808355864137,29.171552896499634,0.985851,400,0.930464506149292,0.00375208414043,0.39043140411376953,-0.00375208468176,0.0,6402.75,27.319119453430176,19300.0,16.6467,0.0,102.14456939697266,2776.5,3874.25447667,0.0488559033532,0.16631507143,9.752262830734253,-5.41331257597e-10,28.409255743026733
16.5001,0.985423,5377.588903665543,2.80735,21200.0,2.80337,400,5870.59404469,-2.7939789371e-10,0.929664134979248,0.00866159424186,29.71135687828064,0.983368,400,0.9534153938293457,0.00310614623886,0.39392614364624023,-0.00310614681803,0.0,6100.75,27.89538860321045,15800.0,16.566,0.0,103.16398024559021,1550.5,2904.38457336,0.0261259593037,0.127137214462,10.032850742340088,-5.79166214987e-10,28.078699588775635
16.5944,0.989137,5477.545646190643,2.81542,21300.0,2.80907,400,5324.23820255,1.69966529739e-09,0.9173142910003662,0.00715376809239,29.518738269805908,0.986014,400,0.9082109928131104,0.0056527212495,0.33863306045532227,-0.00565272103995,0.0,5224.75,27.562018394470215,16400.0,16.7002,0.0,99.9522020816803,3254.25,3983.48238825,0.0664368015471,0.149467232405,7.4355058670043945,2.09547601493e-10,27.925222873687744
16.6304,0.989156,5577.572163820267,2.81488,21300.0,2.81123,400,5644.24994463,-2.88710011453e-09,0.9159634113311768,0.00659628538415,27.619564294815063,0.987354,400,0.9083719253540039,0.00324948120397,0.3481931686401367,-0.00324947945774,0.0,6114.75,27.580289363861084,20400.0,16.6912,0.0,99.25653004646301,2457.75,4311.76181363,0.0348088465893,0.128351772957,8.982459545135498,1.74622993843e-09,27.683735609054565
16.5421,0.985803,5681.977852344513,2.80736,20800.0,2.80591,400,6495.01778289,4.65661620375e-10,0.9305925369262695,0.00681767472997,27.1813862323761,0.984957,400,0.954829216003418,0.00348754664883,0.3521156311035156,-0.00348754925653,0.0,6288.0,27.629159927368164,19000.0,16.5662,0.0,104.40002274513245,3082.25,4413.58243805,0.0483121796,0.135400613181,10.88594102859497,-2.60770338656e-09,28.370462894439697
16.6927,0.992264,5783.166474342346,2.82128,20400.0,2.81497,400,5701.36518191,5.09898612222e-09,0.9152090549468994,0.00990587472916,28.439720630645752,0.989115,400,0.9417266845703125,0.0028653196292,0.35436391830444336,-0.00286531914026,0.0,6192.25,27.41105604171753,19700.0,16.7983,0.0,99.86409449577332,2367.75,3959.78344578,0.0368979400467,0.120924385582,8.83039379119873,4.88944329469e-10,27.700575351715088
16.9342,0.997566,5883.451737642288,2.83223,20400.0,2.82934,400,5401.30062462,5.14555242859e-09,0.9095332622528076,0.00983799528331,28.634963750839233,0.996142,400,0.9608137607574463,0.00469099919719,0.3900909423828125,-0.00469099869952,0.0,4091.25,27.68079710006714,20800.0,16.9832,0.0,100.27605652809143,4250.0,5950.43695875,0.0544852841378,0.0840269157053,8.616194486618042,4.97675789468e-10,28.05154275894165
16.7978,0.99165,5984.085062980652,2.82008,19700.0,2.82125,400,4699.92976011,-4.65662675087e-10,0.9072096347808838,0.00953161157668,28.733614206314087,0.992149,400,0.9116578102111816,0.00473001252976,0.335233211517334,-0.00473001226783,0.0,5264.5,27.304591178894043,20100.0,16.7781,0.0,99.83997511863708,3304.75,4552.85651405,0.048201046675,0.135796791559,8.848425388336182,2.61934474111e-10,27.627690315246582
16.6889,0.991036,6085.652480840683,2.81938,20400.0,2.81474,400,5892.64454638,4.2142329626e-09,0.9187886714935303,0.00913788098842,27.759336709976196,0.988722,400,0.9171056747436523,0.00351580244023,0.33733534812927246,-0.00351580325514,0.0,4640.5,27.43298316001892,17000.0,16.7664,0.0,101.56005477905273,2777.25,4029.02065489,0.0412843373617,0.0744809188522,10.690187215805054,-8.14907197277e-10,28.367082595825195
16.7094,0.989153,6191.28889799118,2.81578,19900.0,2.81597,400,6226.98578266,1.29104584801e-08,0.9079034328460693,0.00678056664765,28.30115032196045,0.98918,400,0.8913509845733643,0.00333319298516,0.33048129081726074,-0.00333319231868,0.0,6734.25,27.555668354034424,11900.0,16.7063,0.0,104.76642847061157,2583.0,2789.32984783,0.0696757052167,0.116140110339,11.228547811508179,6.66477706357e-10,27.768698692321777
16.8183,0.99324,6290.727962970734,2.82401,20900.0,2.82247,400,5764.67895355,-2.65426947088e-09,0.918910026550293,0.00730656646192,29.46864604949951,0.992398,400,0.932314395904541,0.00350937561598,0.36704039573669434,-0.00350937573239,0.0,6281.25,27.362882614135742,19700.0,16.8442,0.0,99.43367433547974,4484.5,5555.96164044,0.066074789046,0.112657585771,7.3330864906311035,-1.16415349583e-10,27.823679208755493
16.8312,0.992941,6391.454499959946,2.82355,21000.0,2.82323,400,5929.58429719,-2.60188182111e-09,0.9024131298065186,0.00773900561035,28.76968288421631,0.992737,400,0.9837305545806885,0.00426613120362,0.36522746086120605,-0.00426613166928,0.0,5602.25,28.35309600830078,15700.0,16.8365,0.0,100.01270198822021,2346.5,3710.65866795,0.0413229651962,0.161248175542,8.095645904541016,-4.65661231797e-10,27.55596923828125
16.6964,0.990633,6491.7034232616425,2.81874,21000.0,2.81519,400,6372.55921903,2.74740141748e-09,0.9062180519104004,0.00702643301338,28.027551412582397,0.988834,400,0.9277942180633545,0.00350533284945,0.36611223220825195,-0.00350533449091,0.0,8733.0,27.415754079818726,16900.0,16.7557,0.0,100.24425840377808,2991.0,3725.4622532,0.0651957326694,0.226606469951,9.480126142501831,-1.64145608217e-09,27.777795553207397
16.5961,0.988132,6595.348740339279,2.81372,21600.0,2.80917,400,6260.69435047,-1.05123003635e-08,0.8951296806335449,0.00973207596689,30.927972316741943,0.985822,400,0.9504940509796143,0.003594374971,0.35424137115478516,-0.00359437358566,0.0,9862.5,27.868825912475586,20800.0,16.6719,0.0,102.9506618976593,2822.25,3957.88200146,0.0492472596103,0.22082353858,9.010101079940796,1.38534228533e-09,27.968273639678955
16.5569,0.982756,6694.711175918579,2.80288,21300.0,2.8068,400,7086.42352936,-4.09781852895e-09,0.8953394889831543,0.00794269703329,29.661077976226807,0.98464,400,0.9449048042297363,0.00379582492751,0.3545265197753906,-0.00379582401365,0.0,8591.25,27.509915828704834,19500.0,16.4921,0.0,99.3576226234436,3585.25,5135.99137825,0.0493538051051,0.147299369984,7.405768871307373,9.1386032075e-10,27.680668115615845
16.6748,0.985305,6794.719488143921,2.80808,21700.0,2.8139,400,7521.83305036,3.50991968823e-09,0.9034385681152344,0.00988662336022,28.154102325439453,0.988153,400,0.9210007190704346,0.0036744004814,0.37059736251831055,-0.00367439957336,0.0,8292.75,27.403545141220093,20900.0,16.578,0.0,99.2429256439209,5191.0,5977.83982723,0.0718965617165,0.18809419246,8.489928960800171,9.08039532455e-10,28.024277925491333
