MaxReturn,Time,AveragePolicyStd,Entropy,NumTrajs,TotalExecTime,MinReturn,LossBefore,LossAfter,MeanKL,AverageReturn,ExplainedVariance,MaxKL,ItrTime,StdReturn,Perplexity
1000.0,11.321635723114014,1.12957,3.08155,20,11.222404479980469,0.0,-0.00395083,-0.0115598,0.0194206,235.0,0.327868704206,2.92757,11.321641683578491,313.488436788,21.7921
2100.0,21.468465566635132,1.12735,3.0776,20,10.045206546783447,0.0,-0.00738805,-0.00976533,0.00784529,485.0,0.362135981197,1.40902,10.139962911605835,615.853066892,21.7062
1100.0,31.576184034347534,1.12526,3.0739,20,10.046831369400024,0.0,0.00818519,0.00289204,0.0171751,345.0,0.353940959384,1.87718,10.103667497634888,380.0986714,21.6262
1800.0,41.62563443183899,1.12756,3.078,20,9.962658643722534,0.0,-0.00394309,-0.00604728,0.00369834,380.0,0.322140720211,0.389982,10.04261302947998,524.976189936,21.7148
1700.0,52.55145335197449,1.12646,3.07602,20,10.860296249389648,0.0,-0.00440698,-0.0101898,0.015321,480.0,0.259338016908,0.525717,10.920507192611694,499.599839872,21.6721
2200.0,62.81230664253235,1.12523,3.07382,20,10.219823598861694,0.0,0.00216747,-0.00161273,0.0113799,535.0,0.225918179137,0.908417,10.255861043930054,631.09032634,21.6244
2100.0,74.12808585166931,1.12583,3.0749,20,11.255364656448364,0.0,0.0132998,0.0110569,0.0026905,475.0,0.391605054956,0.103063,11.31154489517212,653.356717269,21.6478
