StdReturn,MeanKL,ItrTime,MaxKL,LossBefore,Time,MaxReturn,LossAfter,AverageReturn,TotalExecTime,Perplexity,ExplainedVariance,AveragePolicyStd,Entropy,NumTrajs,MinReturn
305.122926048,0.0611963,12.851329326629639,2.10592,0.0198614,12.85132360458374,1400.0,0.0097843,70.0,12.682360649108887,15.3903,0.140291441543,0.949513,2.73374,20,0.0
418.927201313,0.0536294,12.33754277229309,0.18099,0.0126893,25.19332265853882,1400.0,-0.00827527,250.0,12.241834163665771,15.6991,0.206950758085,0.958976,2.7536,20,0.0
1709.6490868,0.0362398,13.007412195205688,0.385664,-0.00373468,38.20386266708374,6000.0,-0.0206899,1510.0,12.918590068817139,15.799,0.282186264565,0.962054,2.75994,20,0.0
3242.51060137,0.0177553,12.520803451538086,0.0733755,-0.00239681,50.74224591255188,12000.0,-0.0120655,3675.0,12.294126033782959,15.7695,0.515063977854,0.96116,2.75808,20,0.0
4981.00391487,0.0131438,12.229627132415771,0.0939315,-0.00615605,62.97626328468323,17200.0,-0.0101303,6140.0,12.183544158935547,15.7506,0.263148388705,0.960692,2.75688,20,600.0
3498.324599,0.055846,12.817523956298828,0.448119,-0.00607997,75.81705689430237,12100.0,-0.0169597,4535.0,12.623737096786499,15.7022,0.381374554609,0.959394,2.7538,20,0.0
2896.8258491,0.0204967,11.547340393066406,0.117458,-0.021554,87.3668863773346,10400.0,-0.0299405,5020.0,11.497719526290894,15.6545,0.542148090127,0.957835,2.75076,20,0.0
